Name,Elevation,Latitude,Longitude,State
PERU PK,3435,43.29444444,-72.93805556,VT
GLASTENBURY MTN (W PK),3423,42.97777778,-73.11027778,VT
GLASTENBURY MTN (N PK),3412,43.02805556,-73.03166667,VT
RICKER MTN,3410,44.42055556,-72.82611111,VT
NORTH JAY PK (S PK),3409,44.94694444,-72.54083333,VT
STYLES PK,3392,43.27361111,-72.93861111,VT
MORSE MTN,3390,44.57638889,-72.75222222,VT
SIGNAL MTN,3370,44.20611111,-72.32555556,VT
DEWEY MTN,3370,44.49361111,-72.82194444,VT
CAPE LOOKOFF MTN,3370,43.85555556,-72.97333333,VT
GILLESPIE PK (WHITE ROCKS MTN),3366,43.87138889,-72.97777778,VT
MT CARMEL,3365,43.77444444,-72.92083333,VT
MOTHER MYRICK MTN,3361,43.21333333,-73.11694444,VT
BELVIDERE MTN,3356,44.77305556,-72.55138889,VT
LUDLOW MTN (OKEMO MTN),3343,43.40388889,-72.75194444,VT
ROUND MTN,3342,43.81555556,-72.885,VT
COLD HOLLOW MTNS,3337,44.7875,-72.68944444,VT
GORE MTN,3332,44.91972222,-71.79416667,VT
GLASTENBURY MTN (S PK),3331,42.93833333,-73.05805556,VT
SPRUCE PK,3330,44.55083333,-72.78361111,VT
BOYCE MTN,3323,43.97361111,-72.94111111,VT
BALD MTN,3310,44.76611111,-71.98888889,VT
BEAR MTN,3301,43.20083333,-73.16722222,VT
MT WORCESTER,3293,44.44333333,-72.59222222,VT
GOSHEN MTN,3292,43.82944444,-72.97138889,VT
SALT ASH MTN,3286,43.5025,-72.77444444,VT
BROMLEY,3281,43.22777778,-72.94027778,VT
BLUE RIDGE MTN (S PK),3278,43.67805556,-72.90222222,VT
BURKE MTN,3270,44.57055556,-71.89333333,VT
WORTH MTN,3234,43.91,-72.96416667,VT
ROUND MTN (E PK),3230,43.80611111,-72.8525,VT
GREEN PK (MT AEOLUS),3230,43.24055556,-73.03888889,VT
MONASTERY MTN (W PK),3224,43.90694444,-72.93861111,VT
ADAMS MTN,3214,44.04361111,-72.80916667,VT
SMITH PK,3210,43.57611111,-72.78416667,VT
PHILADELPHIA PK,3203,43.9,-72.88666667,VT
HAYSTACK MTN,3196,44.82333333,-72.53861111,VT
"LUDLOW MTN, S MTN",3179,43.37722222,-72.76444444,VT
SENECA MTN (S PK),3174,44.695,-71.80416667,VT
STERLING RANGE (N PK),3172,44.61416667,-72.76472222,VT
SENECA MTN (E PK),3170,44.6975,-71.77472222,VT
MT ETHAN ALLEN (E PK),3170,44.28444444,-72.86472222,VT
MONASTERY MTN (E PK),3170,43.90333333,-72.91472222,VT
BURNT ROCK MTN,3170,44.2675,-72.89611111,VT
BUTTERFIELD MTN,3167,44.18333333,-72.33972222,VT
KIRBY PK,3150,43.96277778,-72.94555556,VT
MONADNOCK MTN,3148,44.8975,-71.54527778,VT
MT MAYO,3143,44.46222222,-72.83888889,VT
CORPORATION MTN,3142,43.82916667,-72.87944444,VT
MT ASCUTNEY,3140,43.44361111,-72.455,VT
NORTHFIELD MTNS (S PK),3130,44.01833333,-72.80972222,VT
GLASTENBURY MTN (NE PK),3130,43.05,-73.0075,VT
UNNAMED PK (READSBORO),3120,42.84888889,-72.97,VT
WOODWARD MTN,3110,44.40666667,-72.83305556,VT
WOODLAWN MTN,3110,43.3375,-73.09833333,VT
GRASS MTN,3109,43.05277778,-73.22416667,VT
HOUGHTON MTN,3095,42.81888889,-73.08555556,VT
UNNAMED PK (BRANCH POND),3090,43.06638889,-73.01694444,VT
KNOX MTN (M PK),3086,44.16527778,-72.35666667,VT
EAST HAVEN MTN,3070,44.62138889,-71.83333333,VT
RICE MTN,3066,44.05638889,-72.80166667,VT
UNNAMED PK (MOSS GLEN FALLS),3062,44.03194444,-72.88555556,VT
MT TABOR,3061,43.28194444,-72.96694444,VT
UMPIRE MTN,3051,44.56972222,-71.9575,VT
BLUE RIDGE MTN (N PK),3050,43.69194444,-72.91277778,VT
BALD HILL,3050,44.31916667,-72.90777778,VT
SENECA MTN (N PK),3049,44.71277778,-71.80166667,VT
SPRUCE PK,3033,43.04444444,-73.21027778,VT
SPRUCE MTN,3030,44.23444444,-72.35555556,VT
BRAINTREE MTN (N PK),3030,43.95305556,-72.78583333,VT
UNNAMED PK (STAMFORD),3025,42.78666667,-73.1225,VT
UNNAMED PK (TELEPHONE GAP),3022,43.75111111,-72.88833333,VT
NORTH JAY PK (SW PK),3015,44.94083333,-72.57666667,VT
GILPIN MTN,3015,44.90861111,-72.49527778,VT
HOOSAC RANGE,3010,42.75777778,-73.02666667,VT
TILLOTSON PK,3002,44.80666667,-72.55361111,VT
