Name,Elevation,Latitude,Longitude,State
PERU PK,3435,43.29444444,-72.93805556,VT
GLASTENBURY MTN (W PK),3423,42.97777778,-73.11027778,VT
GLASTENBURY MTN (N PK),3412,43.02805556,-73.03166667,VT
RICKER MTN,3410,44.42055556,-72.82611111,VT
NORTH JAY PK (S PK),3409,44.94694444,-72.54083333,VT
STYLES PK,3392,43.27361111,-72.93861111,VT
MORSE MTN,3390,44.57638889,-72.75222222,VT
CAPE LOOKOFF MTN,3370,43.85555556,-72.97333333,VT
SIGNAL MTN,3370,44.20611111,-72.32555556,VT
DEWEY MTN,3370,44.49361111,-72.82194444,VT
GILLESPIE PK (WHITE ROCKS MTN),3366,43.87138889,-72.97777778,VT
MT CARMEL,3365,43.77444444,-72.92083333,VT
MOTHER MYRICK MTN,3361,43.21333333,-73.11694444,VT
BELVIDERE MTN,3356,44.77305556,-72.55138889,VT
LUDLOW MTN (OKEMO MTN),3343,43.40388889,-72.75194444,VT
ROUND MTN,3342,43.81555556,-72.885,VT
COLD HOLLOW MTNS,3337,44.7875,-72.68944444,VT
GORE MTN,3332,44.91972222,-71.79416667,VT
GLASTENBURY MTN (S PK),3331,42.93833333,-73.05805556,VT
SPRUCE PK,3330,44.55083333,-72.78361111,VT
BOYCE MTN,3323,43.97361111,-72.94111111,VT
BALD MTN,3310,44.76611111,-71.98888889,VT
BEAR MTN,3301,43.20083333,-73.16722222,VT
MT WORCESTER,3293,44.44333333,-72.59222222,VT
GOSHEN MTN,3292,43.82944444,-72.97138889,VT
SALT ASH MTN,3286,43.5025,-72.77444444,VT
BROMLEY,3281,43.22777778,-72.94027778,VT
BLUE RIDGE MTN (S PK),3278,43.67805556,-72.90222222,VT
BURKE MTN,3270,44.57055556,-71.89333333,VT
WORTH MTN,3234,43.91,-72.96416667,VT
ROUND MTN (E PK),3230,43.80611111,-72.8525,VT
GREEN PK (MT AEOLUS),3230,43.24055556,-73.03888889,VT
MONASTERY MTN (W PK),3224,43.90694444,-72.93861111,VT
ADAMS MTN,3214,44.04361111,-72.80916667,VT
SMITH PK,3210,43.57611111,-72.78416667,VT
PHILADELPHIA PK,3203,43.9,-72.88666667,VT
HAYSTACK MTN,3196,44.82333333,-72.53861111,VT
"LUDLOW MTN, S MTN",3179,43.37722222,-72.76444444,VT
SENECA MTN (S PK),3174,44.695,-71.80416667,VT
STERLING RANGE (N PK),3172,44.61416667,-72.76472222,VT
MONASTERY MTN (E PK),3170,43.90333333,-72.91472222,VT
MT ETHAN ALLEN (E PK),3170,44.28444444,-72.86472222,VT
SENECA MTN (E PK),3170,44.6975,-71.77472222,VT
BURNT ROCK MTN,3170,44.2675,-72.89611111,VT
BUTTERFIELD MTN,3167,44.18333333,-72.33972222,VT
KIRBY PK,3150,43.96277778,-72.94555556,VT
MONADNOCK MTN,3148,44.8975,-71.54527778,VT
MT MAYO,3143,44.46222222,-72.83888889,VT
CORPORATION MTN,3142,43.82916667,-72.87944444,VT
MT ASCUTNEY,3140,43.44361111,-72.455,VT
NORTHFIELD MTNS (S PK),3130,44.01833333,-72.80972222,VT
GLASTENBURY MTN (NE PK),3130,43.05,-73.0075,VT
UNNAMED PK (READSBORO),3120,42.84888889,-72.97,VT
WOODWARD MTN,3110,44.40666667,-72.83305556,VT
WOODLAWN MTN,3110,43.3375,-73.09833333,VT
GRASS MTN,3109,43.05277778,-73.22416667,VT
HOUGHTON MTN,3095,42.81888889,-73.08555556,VT
UNNAMED PK (BRANCH POND),3090,43.06638889,-73.01694444,VT
KNOX MTN (M PK),3086,44.16527778,-72.35666667,VT
EAST HAVEN MTN,3070,44.62138889,-71.83333333,VT
RICE MTN,3066,44.05638889,-72.80166667,VT
UNNAMED PK (MOSS GLEN FALLS),3062,44.03194444,-72.88555556,VT
MT TABOR,3061,43.28194444,-72.96694444,VT
UMPIRE MTN,3051,44.56972222,-71.9575,VT
BALD HILL,3050,44.31916667,-72.90777778,VT
BLUE RIDGE MTN (N PK),3050,43.69194444,-72.91277778,VT
SENECA MTN (N PK),3049,44.71277778,-71.80166667,VT
SPRUCE PK,3033,43.04444444,-73.21027778,VT
SPRUCE MTN,3030,44.23444444,-72.35555556,VT
BRAINTREE MTN (N PK),3030,43.95305556,-72.78583333,VT
UNNAMED PK (STAMFORD),3025,42.78666667,-73.1225,VT
UNNAMED PK (TELEPHONE GAP),3022,43.75111111,-72.88833333,VT
NORTH JAY PK (SW PK),3015,44.94083333,-72.57666667,VT
GILPIN MTN,3015,44.90861111,-72.49527778,VT
HOOSAC RANGE,3010,42.75777778,-73.02666667,VT
TILLOTSON PK,3002,44.80666667,-72.55361111,VT
BEAR,2996,43.8703,-72.9556,VT
UNNAMED (READSBORO),2995,42.82437,-72.94407,VT
E KNOX,2990,44.1683,-72.34001,VT
UNNAMED (STAMFORD POND PEAK),2970,42.81672,-73.05897,VT
MEACHAM SWAMP PEAK,2970,44.9023,-71.6318,VT
CLARK,2970,44.47889,-72.8414,VT
S DORSET,2970,43.28539,-73.06724,VT
MOLLY STARK,2967,44.22194,-72.92665,VT
N RICE,2963,42.98722,-72.83612,VT
PETE PARENT,2963,43.32194,-72.90473,VT
GILLESPIE,2956,43.95611,-72.87612,VT
UNNAMED (BLUE BROOK),2954,42.99416,-72.87334,VT
ROCHESTER,2953,43.86694,-72.74834,VT
RICE HILL,2950,42.97833,-72.8275,VT
MIDDLE,2947,44.91722,-71.83168,VT
GLEBE,2943,43.18888,-72.76084,VT
LYE BROOK MEADOWS PEAK,2941,43.08084,-73.04601,VT
BUCHANAN,2940,44.87861,-72.50917,VT
STRATTON POND PEAK,2938,43.11416,-72.96972,VT
ROUND,2932,44.93305,-71.7875,VT
N SNOW,2929,42.9894444,-72.9097222,VT
DOMEYS DOME,2923,44.8913889,-72.4997222,VT
W WINDFARM,2923,42.8719444,-72.9844444,VT
SCRUB HILL,2916,42.8052778,-73.1077778,VT
SCRAG,2911,44.1561111,-72.7727778,VT
BONE,2910,44.4025,-72.8444444,VT
NS BRAINTREE,2895,43.9341,-72.7764,VT
GOODWIN,2890,44.7741667,-72.0069444,VT
DOWNER GLEN PEAK,2886,43.1377778,-73.0136111,VT
NE DEVILS DEN PEAK,2884,43.3597222,-72.8725,VT
DARNING NEEDLE,2883,43.7352,-72.8488,VT
TERRIBLE,2882,43.3135,-72.7436,VT
S TILLOTSON,2881,44.7957,-72.5597,VT
NETOP,2878,43.2769,-73.0298,VT
N BAKER,2864,43.32889,-72.9602,VT
BUCKBALL PEAK,2864,43.3428,-72.9427,VT
BALD,2857,42.9221,-73.1439,VT
S LINCOLN GAP PEAK,2850,44.08083,-72.928,VT
RED,2846,43.108,-73.168,VT
NN TERRIBLE,2844,43.3402,-72.7558,VT
NW KNOX,2837,44.1706,-72.3679,VT
SE BULL HILL,2836,43.6779,-72.6719,VT
TINMOUTH,2835,43.4194,-73.0761,VT
MT HOLLY PEAK,2825,43.3749,-72.8436,VT
S ROXBURY GAP PEAK,2823,44.0893,-72.7902,VT
BLACK,2822,44.9271,-71.7475,VT
N BURNT,2821,44.1311,-72.7783,VT
NE S POND PEAK,2810,43.7184,-72.8673,VT
JOBS,2810,44.7613,-71.9636,VT
PEABODY HILL,2808,43.3252,-72.8374,VT
ELBOW PEAK,2808,43.68222,-72.8577,VT
WOLF HILL,2805,43.7094,-72.7874,VT
BURNT,2803,43.5416,-72.7722,VT
SPRUCE PEAK,2803,43.2397,-73.1411,VT
LARAWAY,2795,44.7259,-72.7119,VT
NW BOLTON,2790,44.4561,-72.8585,VT
S NORTHFIELD,2790,43.9775,-72.8027,VT
S BLUFF,2789,44.858,-71.8625,VT
EAST,2787,43.6526,-72.7518,VT
SW COLD HOLLOW,2785,44.7764,-72.7105,VT
THE DOME,2784,42.7788,-73.1704,VT
WHEELOCK,2782,44.5576,-72.16,VT
WILDER,2782,43.3955,-72.91,VT
DORSET HILL,2782,43.2606,-73.0328,VT
DEER LEAP,2782,43.67,-72.8363,VT
NORTH POND PEAK,2781,43.7435,-72.8822,VT
WILLARD,2779,43.3878,-72.8922,VT
S BRAINTREE,2778,43.9232,-72.7671,VT
N BLUFF,2774,44.8663,-71.8526,VT
PROSPECT,2767,42.875,-73.06667,VT
NW PEABODY,2766,43.34,-72.855,VT
PISGAH,2766,44.7296,-72.0303,VT
BULL,2758,44.7299,-71.839,VT
THE BALL,2755,43.0623,-73.1965,VT
NICKWAKET,2753,43.7788,-72.994,VT
WOZNIAK,2750,44.7696,-71.9722,VT
KIRBY,2750,44.5471,-71.9044,VT
CUSHMAN,2750,43.8974,-72.7648,VT
SS BRAINTREE,2748,43.91357,-72.76584,VT
STONE,2736,44.561,-71.6659,VT
SE PHILADELPHIA,2735,43.88833,-72.8431,VT
SABLE,2734,44.9226,-71.6862,VT
WEST,2733,44.7093,-71.7043,VT
BROUSSEAU,2732,44.9678,-71.7393,VT
N ELBOW,2730,43.7077,-72.8658,VT
LITTLE WILCOX,2730,43.8199,-72.829,VT
HERRICK,2726,43.5625,-73.099,VT
HAYSTACK,2724,44.7461,-72.002,VT
E ROUND,2714,44.9373,-71.7728,VT
DAVES,2707,43.7321,-72.871,VT
UNNAMED (N SHAGBACK),2704,43.6184,-72.7826,VT
