Name,Elevation,Latitude,Longitude,State
SNOWY MTN,3901,43.7,-74.38694444,NY
MOOSE MTN,3898,44.35083333,-74.00361111,NY
UNNAMED PK LOST POND,3891,44.16416667,-74.03472222,NY
NYE MTN,3888,44.18722222,-74.02444444,NY
KILBURN MTN,3881,44.30277778,-73.8825,NY
BLUE RIDGE,3881,43.62944444,-74.48222222,NY
NORTH RIVER MTNS (N PK),3878,44.03527778,-73.9825,NY
PANTHER MTN,3862,43.73666667,-74.39194444,NY
SENTINEL MTN,3858,44.30611111,-73.85277778,NY
NORTH RIVER MTNS RIST MTN,3858,44.02777778,-73.98777778,NY
SAWTOOTH MTNS (M PK),3855,44.18861111,-74.12166667,NY
HOWARD MTN,3848,44.15805556,-73.89138889,NY
MCKENZIE MTN,3832,44.33611111,-74.03277778,NY
LYON MTN (NE PK),3830,44.70305556,-73.86472222,NY
UNNAMED PK INDIAN FALLS,3822,44.14388889,-73.93583333,NY
AVALANCHE MTN,3816,44.13611111,-73.97,NY
LYON MTN AVERILL PK,3803,44.69277778,-73.88138889,NY
COUCHSACHRAGA PK,3793,44.09527778,-74.16055556,NY
SAWTOOTH MTNS (W PK),3789,44.19305556,-74.14027778,NY
BUELL MTN,3789,43.71638889,-74.4075,NY
BOREAS MTN,3776,44.00305556,-73.88111111,NY
WAKELY MTN,3766,43.73694444,-74.51527778,NY
SAWTOOTH MTNS (WSW PK),3757,44.18444444,-74.14055556,NY
BLUE MTN,3750,43.87222222,-74.40138889,NY
DONALDSON MTN (W PK),3734,44.15611111,-74.22916667,NY
LEWEY MTN,3730,43.66444444,-74.4425,NY
BALSAM LAKE MTN,3730,42.04555556,-74.595,NY
WALLFACE MTN,3727,44.13805556,-74.03722222,NY
HENDERSON MTN,3724,44.09777778,-74.09805556,NY
PANTHER MTN (S PK),3714,43.72527778,-74.39333333,NY
HOFFMAN MTN,3704,43.91138889,-73.81888889,NY
SAWTOOTH MTNS (SSE PK),3694,44.17166667,-74.10833333,NY
CHENEY COBBLE,3684,44.04444444,-73.96527778,NY
HURRICANE MTN,3678,44.235,-73.71083333,NY
SNOWY MTN (W PK),3652,43.69138889,-74.405,NY
LITTLE MOOSE MTN,3632,43.67027778,-74.56972222,NY
CALAMITY MTN,3625,44.10305556,-74.00305556,NY
SUNRISE MTN,3619,44.02472222,-73.79083333,NY
STEWART MTN,3615,44.32611111,-73.85666667,NY
SADDLEBACK MTN,3615,44.295,-73.66833333,NY
PILLSBURY MTN,3612,43.58138889,-74.51166667,NY
DUN BROOK MTN,3606,43.89777778,-74.32305556,NY
SLIDE MTN,3592,44.27638889,-73.88694444,NY
JAY MTNS,3592,44.31083333,-73.66666667,NY
GORE MTN,3573,43.67333333,-74.04888889,NY
SAWTOOTH MTNS (E PK),3560,44.19138889,-74.10138889,NY
NOONMARK MTN,3556,44.12861111,-73.77277778,NY
FISHING BROOK MTN,3547,43.93416667,-74.29527778,NY
BOREAS MTN (N PK),3547,44.02083333,-73.88083333,NY
MT ADAMS,3520,44.08694444,-74.02611111,NY
LITTLE SANTANONI MTN,3504,44.07361111,-74.1675,NY
PITCHOFF MTN,3497,44.23722222,-73.87777778,NY
FISHING BROOK RANGE,3494,43.91833333,-74.32055556,NY
BLUE RIDGE (S PK),3488,43.61472222,-74.47805556,NY
SEWARD MTNS (NW PK),3481,44.16944444,-74.21611111,NY
BLUE RIDGE (E PK),3474,43.79472222,-74.45555556,NY
MANBURY MTN,3468,43.66555556,-74.55361111,NY
BLUE RIDGE MTN,3468,43.92527778,-73.81416667,NY
SAWTOOTH MTNS (SW PK),3461,44.17638889,-74.13388889,NY
PINNACLE RIDGE (N PK),3461,44.06027778,-73.86,NY
WILMINGTON RANGE,3458,44.43222222,-73.84388889,NY
MORGAN MTN,3458,44.41861111,-73.85944444,NY
CELLAR MTN,3455,43.71194444,-74.54277778,NY
PUFFER MTN,3451,43.66138889,-74.2,NY
BLUE RIDGE (W PK),3451,43.92777778,-73.82972222,NY
WOLF POND MTN,3442,43.98916667,-73.87777778,NY
BULLHEAD MTN,3432,43.68888889,-74.18638889,NY
SLIDE MTN (N PK),3428,44.28277778,-73.88,NY
BLUE RIDGE (W PK),3428,43.787509,-74.504224,NY
UNNAMED PK BROWN POND,3419,43.74333333,-74.41444444,NY
SEYMOUR MTN (E PK),3415,44.15583333,-74.15555556,NY
SAWTOOTH MTNS (NW PK),3415,44.20055556,-74.16277778,NY
VANDERWHACKER MTN,3409,43.89805556,-74.09638889,NY
BEAR DEN MTN,3399,44.11944444,-73.79333333,NY
UNNAMED PK WALLFACE PONDS,3396,44.15305556,-74.05833333,NY
UNNAMED PK SALMON PD (E-M PK),3396,43.93361111,-74.37,NY
SAWTOOTH MTNS (SE PK),3396,44.17944444,-74.11138889,NY
SEWARD MTNS (WNW PK),3392,44.17361111,-74.22277778,NY
UNNAMED PK SALMON PD (E PK),3389,43.93277778,-74.33472222,NY
BLUE RIDGE (E PK),3389,43.63472222,-74.46777778,NY
SAWTOOTH MTNS (NE PK),3386,44.20333333,-74.09388889,NY
BIG RANGE,3376,43.58305556,-74.25444444,NY
CELLAR MTN,3369,43.64111111,-74.44583333,NY
LYON MTN (S PK),3365,44.675,-73.895,NY
MOOSE MTN (SE PK),3363,44.34777778,-73.98694444,NY
KEMPSHALL MTN,3363,44.02444444,-74.33,NY
PHELPS MTN (N PK),3360,44.17861111,-73.92694444,NY
UNNAMED PK AUSABLE NO. 4,3353,44.25722222,-73.67861111,NY
BULLHEAD MTN (N PK),3353,43.70166667,-74.18027778,NY
SLIP MTN,3330,44.305,-73.64472222,NY
LOON LAKE MTNS (M PK),3330,44.55805556,-74.15194444,NY
COUCHSACHRAGA PK (W PK),3330,44.09972222,-74.16972222,NY
AMPERSAND MTN,3330,44.23444444,-74.20333333,NY
UNNAMED PK AUSABLE NO. 4 (W PK),3327,44.25305556,-73.69277778,NY
MORGAN MTN (E PK),3327,44.42,-73.84805556,NY
DEBAR MTN,3310,44.60333333,-74.22083333,NY
WYMAN MTN,3297,44.05805556,-73.74527778,NY
TRIPOD MTN,3297,44.19861111,-73.73638889,NY
PINNACLE RIDGE (S PK),3297,44.05138889,-73.87027778,NY
SOUTH POND MTN,3291,43.59055556,-74.22027778,NY
ELEVENTH MTN,3291,43.61444444,-74.0725,NY
SAWTOOTH MTNS (NNW PK),3284,44.20555556,-74.13555556,NY
SQUAW MTN,3255,43.72666667,-74.34333333,NY
KITTY COBBLE,3251,43.62916667,-74.62277778,NY
CRANE MTN,3250,43.54472222,-73.96277778,NY
UNNAMED PK SALMON PD (W PK),3238,43.93416667,-74.40194444,NY
HAMILTON MTN,3238,43.41166667,-74.36694444,NY
DUG MTN,3238,43.5825,-74.34583333,NY
PAYNE MTN,3232,43.7225,-74.49527778,NY
MT ALTON,3232,44.37166667,-73.96722222,NY
PEAKED MTN,3225,44.26555556,-73.7,NY
MCINTYRE MTNS (N PK),3225,44.16583333,-73.97694444,NY
UNNAMED PK SALMON PD (W-M PK),3215,43.93416667,-74.38305556,NY
UNNAMED PK SENTINEL,3212,44.26333333,-73.89,NY
SENTINEL RANGE (NW PK),3199,44.35916667,-73.99333333,NY
MOOSE MTN (NE PK),3199,44.31277778,-73.89,NY
KNOB LOCK MTN,3192,44.20027778,-73.7075,NY
BURGESS MTN,3192,43.75194444,-74.35694444,NY
CHASE MTN,3186,44.24138889,-73.72527778,NY
LOON LAKE MTNS (E PK),3183,44.56138889,-74.135,NY
UNNAMED PK BROWN POND (S PK),3179,43.73694444,-74.41722222,NY
TONGUE MTN,3179,43.91055556,-74.3475,NY
SPRUCE LAKE MTN,3179,43.50944444,-74.65444444,NY
SNOWY MTN (E PK),3179,43.69777778,-74.36638889,NY
UNNAMED PK SUNRISE NOTCH,3176,44.34138889,-73.90777778,NY
TEXAS RIDGE,3176,43.90138889,-73.84944444,NY
CATAMOUNT MTN,3169,44.45916667,-73.8725,NY
HOPKINS MTN,3166,44.18333333,-73.74944444,NY
UNNAMED PK TWIN LAKES,3163,43.61111111,-74.62805556,NY
UNNAMED PK OTTER LAKE,3159,43.54805556,-74.58333333,NY
UNNAMED PK BROWN POND (SW PK),3159,43.72972222,-74.43222222,NY
HENDERSON MTN (N PK),3159,44.11583333,-74.10138889,NY
BRADLEY MTN,3146,43.7375,-74.55472222,NY
MT MORRIS,3136,44.15972222,-74.47583333,NY
PANTHER MTN (E PK),3133,43.74222222,-74.37055556,NY
PETE GAY MTN,3127,43.69138889,-74.04444444,NY
DUG MTN (S PK),3127,43.57666667,-74.34472222,NY
COUNTY LINE MTN,3120,43.61166667,-74.20111111,NY
UNNAMED PK BEAVER POND,3114,43.63305556,-74.57861111,NY
SODA RANGE,3107,44.27638889,-73.73055556,NY
MT TAMARAC,3104,44.32666667,-74.02083333,NY
UNNAMED PK WHITE BIRCH LAKE,3100,43.46805556,-74.57638889,NY
ROUND MTN,3100,44.13166667,-73.75222222,NY
MT ANDREW,3100,44.05722222,-74.09388889,NY
SWART MTN,3094,43.39694444,-74.38166667,NY
LOON LAKE MTNS (N PK),3082,44.56388889,-74.16333333,NY
T LAKE MTN,3081,43.44694444,-74.57777778,NY
NORTH RIVER MTNS (S PK),3068,44.0175,-74.00583333,NY
UNNAMED PK DEEP LAKE,3061,43.62333333,-74.65222222,NY
UNNAMED PK CELLAR BROOK,3061,43.71722222,-74.57055556,NY
BAILEY HILL,3061,43.91083333,-73.90638889,NY
UNNAMED PK WEST LAKE,3058,43.60666667,-74.64527778,NY
SCARFACE,3058,44.265,-74.07444444,NY
WASHBURN RIDGE,3054,43.93361111,-73.87444444,NY
STONY CREEK MTN,3041,44.22138889,-74.26611111,NY
UNNAMED PK SCOTCH LAKE,3035,43.46138889,-74.56888889,NY
NYE MTN (N PK),3035,44.21,-74.02222222,NY
NIAGARA MTN,3035,44.00138889,-73.76583333,NY
BOREAS MTN (NE PK),3035,44.03611111,-73.86638889,NY
BALD PK,3035,44.16,-73.66611111,NY
UNNAMED PK NORTHRUP LAKE,3022,43.57722222,-74.67027778,NY
THREE PONDS MTN,3022,43.30055556,-74.37055556,NY
SQUAW MTN (E PK),3022,43.72138889,-74.33444444,NY
FISHING BROOK MTN (W PK),3020,43.93277778,-74.32416667,NY
NIPPLETOP MTN,3018,43.99194444,-73.75361111,NY
VAN DORRIEN MTN,3012,44.22222222,-74.17111111,NY
LYON MTN (NW PK),3010,44.70611111,-73.89666667,NY
MACOMBER MTN,3005,43.51083333,-74.23944444,NY
WEST CANADA MTN,3002,43.52388889,-74.72527778,NY
UNNAMED PK L-D POND,3002,43.42416667,-74.60416667,NY
STREET MTN (SW PK),3002,44.16777778,-74.07222222,NY
SAWTOOTH MTNS (S PK),3002,44.17055556,-74.12527778,NY
HEIGHT-OF-LAND MTN,3002,43.65194444,-74.06027778,NY
