Rank,Name,Elevation,Latitude,Longitude,State,Prominence
37,KILLINGTON PK,4235,43.60444444,-72.82055556,VT,3320
38,CROCKER MTN,4228,45.04694444,-70.38333333,ME,
39,MT TRIPYRAMID (N PK),4180,43.97305556,-71.44333333,NH,
40,OLD SPECK MTN,4170,44.57083333,-70.95416667,ME,2720
41,MT CABOT,4170,44.50583333,-71.41472222,NH,2670
42,MT OSCEOLA (E PK),4156,44.00611111,-71.52111111,NH,
43,NORTH BROTHER,4151,45.95694444,-68.98583333,ME,
44,BIGELOW MTN WEST PK,4145,45.14666667,-70.28861111,ME,2855
45,MT TRIPYRAMID (M PK),4140,43.96444444,-71.44055556,NH,
46,SADDLEBACK MTN,4120,44.93638889,-70.505,ME,2446
47,CANNON MTN,4100,44.15666667,-71.69944444,NH,
48,CAMELS HUMP,4090,44.31944444,-72.88666667,VT,1880
49,BIGELOW MTN (AVERY PK),4090,45.14666667,-70.27583333,ME,
50,MT ELLEN,4083,44.15972222,-72.92916667,VT,2132
51,WILDCAT RIDGE (D PK),4070,44.24916667,-71.22416667,NH,
52,MT HALE,4054,44.22166667,-71.5125,NH,
53,MT JACKSON,4052,44.20305556,-71.37583333,NH,
54,MT TOM,4051,44.21027778,-71.44666667,NH,
55,SOUTH CROCKER MTN,4050,45.03611111,-70.37638889,ME,
56,MT ABRAHAM,4050,44.97277778,-70.32694444,ME,
57,MT MORIAH,4049,44.34027778,-71.13222222,NH,
58,MT PASSACONAWAY,4043,43.95472222,-71.38111111,NH,
59,SADDLEBACK MTN THE HORN,4041,44.95111111,-70.4875,ME,
60,OWLS HEAD,4025,44.14416667,-71.60555556,NH,
61,GALEHEAD,4024,44.185,-71.57388889,NH,
62,MT WHITEFACE,4020,43.93666667,-71.40805556,NH,
63,SPAULDING MTN,4010,45.00277778,-70.33388889,ME,
64,MT REDINGTON,4010,45.025,-70.38916667,ME,
65,MT WAUMBEK,4006,44.4325,-71.41777778,NH,
66,MT ABRAHAM,4006,44.12027778,-72.93666667,VT,
67,MT ISOLATION,4004,44.21472222,-71.31,NH,
68,MT TECUMSEH,4003,43.96638889,-71.55694444,NH,
69,SANDWICH MTN,3980,43.90027778,-71.49861111,NH,
70,SOUTH BROTHER,3970,45.94416667,-69.00222222,ME,
71,SNOW MTN,3960,45.29138889,-70.70972222,ME,2330
72,PICO PK,3957,43.63944444,-72.83694444,VT,
73,THE BULGE,3950,44.51444444,-71.40861111,NH,
74,STRATTON MTN,3940,43.08611111,-72.92555556,VT,2410
75,MT NANCY,3926,44.12222222,-71.405,NH,
76,THE HORN,3905,44.51777778,-71.40055556,NH,
77,MT WEEKS (N PK),3901,44.46138889,-71.38222222,NH,
78,MT WEEKS (S PK),3885,44.44222222,-71.38888889,NH,
79,THE SLEEPERS (W PK),3881,43.95416667,-71.43583333,NH,
80,GOOSE EYE MTN,3870,44.50277778,-71,ME,
81,FORT MTN,3867,45.96194444,-68.97527778,ME,
82,VOSE SPUR,3862,44.10277778,-71.435,NH,
83,THE SLEEPERS (E PK),3860,43.94666667,-71.42583333,NH,
84,JAY PK,3858,44.92444444,-72.52638889,VT,2975
85,WHITE CAP MTN,3856,45.23611111,-70.81833333,ME,
86,PANTHER,3855,45.26722222,-70.84166667,ME,
87,EQUINOX MTN,3850,43.16583333,-73.11805556,VT,3060
88,MENDON PK,3840,43.595,-72.84666667,VT,
89,BREAD LOAF MTN,3835,44.00194444,-72.94166667,VT,
90,PEAK ABOVE THE NUBBLE,3813,44.22277778,-71.56194444,NH,
91,"BIGELOW MTN, THE HORNS (S PK)",3805,45.145,-70.32361111,ME,
92,MT COE,3795,45.93361111,-69.00944444,ME,
93,EAST KENNEBAGO MTN,3791,45.12166667,-70.6,ME,
94,MT WILSON,3790,44.00472222,-72.92611111,VT,
95,"BALDPATE MTN, E PK",3790,44.60916667,-70.89277778,ME,2240
96,BIG JAY,3786,44.915,-72.54111111,VT,
97,SNOW MTN,3784,45.16916667,-70.82722222,ME,
98,KENNEBAGO DIVIDE (N PK),3775,45.2225,-70.81611111,ME,
99,SCAR RIDGE (W PK),3774,44.02916667,-71.59583333,NH,
100,"SADDLEBACK MTN, THE HORN (N PK)",3772,44.95888889,-70.49222222,ME,
101,ELEPHANT MTN,3772,44.76805556,-70.78222222,ME,2060
102,REDINGTON POND RANGE (M PK),3770,45.00777778,-70.39472222,ME,
103,DORSET PK,3770,43.30916667,-73.02861111,VT,2840
104,CANNON BALLS (NE PK),3769,44.15,-71.71055556,NH,
105,MAHOOSUC ARM,3765,44.56055556,-70.97861111,ME,
106,MT KANCAMAGUS,3763,44.01111111,-71.47944444,NH,
107,WEST KENNEBAGO MTN (N PK),3750,45.12027778,-70.81611111,ME,
108,MT ABRAHAM (M PK),3750,44.95777778,-70.30472222,ME,
109,GLASTENBURY MTN,3748,42.97777778,-73.07222222,VT,
110,MT LOWELL,3740,44.10361111,-71.41861111,NH,
111,MT ANDERSON,3740,44.1125,-71.41833333,NH,
112,SHELBURNE MORIAH MTN,3735,44.35305556,-71.09916667,NH,
113,SHREWSBURY PK,3730,43.57555556,-72.80638889,VT,
114,HUTCHINS MTN MT PILOT,3730,44.54805556,-71.455,NH,
115,COBURN MTN,3730,45.46861111,-70.12694444,ME,2510
116,BLUE MTN,3730,44.79138889,-71.47916667,NH,
117,MT DARTMOUTH,3727,44.3025,-71.38416667,NH,
118,MT BEMIS,3725,44.12694444,-71.39416667,NH,
119,STERLING MTN (WHITE FACE MTN),3714,44.58222222,-72.74027778,VT,
120,WEST KENNEBAGO MTN,3713,45.10694444,-70.81694444,ME,
121,SUGARLOAF,3710,44.74416667,-71.46833333,NH,
122,BLACK NUBBLE,3710,45.03194444,-70.4475,ME,
123,KENNEBAGO DIVIDE (S PK),3705,45.20583333,-70.82888889,ME,
124,MT HUNTINGTON (S PK),3700,44.04611111,-71.48555556,NH,
125,MT HUNTINGTON,3700,44.05,-71.49166667,NH,
126,MT HALE (S PK),3700,44.20083333,-71.51916667,NH,
127,BARREN MTN,3696,45.91916667,-68.98305556,ME,
128,MT FIELD (W PK),3691,44.18916667,-71.4475,NH,
129,BOLTON MTN,3690,44.44916667,-72.84027778,VT,
130,(MT ETHAN ALLEN),3688,44.29361111,-72.88472222,VT,
131,MT WEEKS (M PK),3684,44.44944444,-71.37972222,NH,
132,GOOSE EYE MTN (N PK),3675,44.51611111,-70.98888889,ME,
133,MT DECEPTION (E PK),3671,44.29361111,-71.42111111,NH,
134,MT ABRAHAM (S PK),3671,44.94361111,-70.29083333,ME,
135,THE OWL,3670,45.90916667,-68.95861111,ME,
136,GARFIELD RIDGE (W PK),3667,44.18972222,-71.59583333,NH,
137,GENERAL STARK MTN,3662,44.18416667,-72.92916667,VT,
138,"BALDPATE MTN, W PK",3662,44.60138889,-70.9025,ME,
139,LONG MTN (W PK),3661,44.66944444,-71.40277778,NH,
140,LONG MTN (M PK),3661,44.68,-71.38,NH,
141,TERRACE MTN (E PK),3655,44.47722222,-71.39583333,NH,
142,SADDLEBACK JUNIOR,3655,44.95805556,-70.45833333,ME,
143,WHITE CAP MTN,3654,45.55444444,-69.24722222,ME,2610
144,RUMP MTN,3654,45.20361111,-71.06388889,ME,
145,KIBBY MTN,3654,45.41861111,-70.54472222,ME,2260
146,MADONNA PK,3650,44.56138889,-72.75888889,VT,
147,EAST KENNEBAGO MTN (W PK),3650,45.10194444,-70.63888889,ME,
148,CARIBOU MTN (W PK),3650,45.42972222,-70.62361111,ME,
149,COW RIDGE,3645,45.19194444,-70.72944444,ME,
150,MT PUTNAM (WORCESTER),3642,44.41833333,-72.63888889,VT,2470
151,BOUNDARY BALD MTN,3630,45.76666667,-70.20416667,ME,2010
152,STUB HILL,3627,45.10666667,-71.09805556,NH,
153,MT GRANT,3623,44.05194444,-72.92666667,VT,
154,SCAR RIDGE (E PK),3620,44.01916667,-71.56555556,NH,
155,MT HITCHCOCK (M PK),3620,44.07416667,-71.54,NH,
156,WHITCOMB MTN (N PK),3615,44.78555556,-71.37861111,NH,
157,PILOT RIDGE (M PK),3615,44.53388889,-71.43777778,NH,
158,NORTH BALDFACE,3610,44.24277778,-71.0875,NH,
159,GORE MTN,3610,44.77388889,-71.46583333,NH,
160,BURNT HILL,3609,45.03555556,-70.28277778,ME,
161,PLINY MTN,3606,44.41666667,-71.39333333,NH,
162,SCAUR PK,3605,43.985,-71.45055556,NH,
163,BOIL MTN,3601,45.24305556,-70.73611111,ME,
164,WEST PK,3593,44.75416667,-71.49638889,NH,
165,OLD BLUE MTN,3592,44.74694444,-70.76611111,ME,
166,CARIBOU MTN (M PK),3591,45.43527778,-70.615,ME,
167,GARFIELD RIDGE (E PK),3590,44.19277778,-71.5825,NH,
168,BEMIS MTN,3590,44.79472222,-70.76861111,ME,
169,TUMBLEDOWN MTN,3588,45.44916667,-70.47083333,ME,
170,MT SNOW,3586,42.95916667,-72.92388889,VT,
171,MT HUNGER (N PK),3586,44.40083333,-72.64388889,VT,
172,"CHERRY MTN, MT MARTHA",3573,44.33083333,-71.49972222,NH,
173,SOUTH BALDFACE,3570,44.23083333,-71.07833333,NH,
174,PILOT RIDGE (E PK),3570,44.52833333,-71.42861111,NH,
175,JACKSON MTN,3568,44.76222222,-70.52055556,ME,
176,MT SUCCESS,3565,44.47138889,-71.03972222,NH,
177,MT CARLO,3565,44.48916667,-71.00861111,ME,
178,MT CLOUGH,3561,44.02916667,-71.87277778,NH,
179,UNNAMED BDY PK (DENNISON BOG),3552,45.2375,-70.83694444,ME,
180,TRAVELER MTN (THE TRAVELER),3551,46.07277778,-68.845,ME,2340
181,MT ROOSEVELT,3550,44.02,-72.91833333,VT,
182,THE FOOL KILLER,3548,43.97138889,-71.42694444,NH,
183,UNNAMED BDY PK BROWN (N PK),3541,45.4025,-70.62194444,ME,
184,THE CAPTAIN CARRIGAIN POND PK,3540,44.08388889,-71.46277778,NH,
185,TWIN MTNS,3536,45.15194444,-70.825,ME,
186,FARR PK,3522,43.80916667,-72.94444444,VT,
187,BAKER MTN,3521,45.57111111,-69.39444444,ME,2190
188,SABLE MTN,3519,44.21472222,-71.09638889,NH,
189,DORSET MTN (W PK),3515,43.30861111,-73.06416667,VT,
190,UNNAMED PK UNKNOWN POND,3510,44.52861111,-71.38083333,NH,
191,UNNAMED PK RAIN (W PK),3510,45.39805556,-70.59805556,ME,
192,SAVAGE MTN,3510,44.73194444,-71.545,NH,
193,SCAR RIDGE (M PK),3500,44.02527778,-71.58083333,NH,
194,MT WOLF,3500,44.0775,-71.75388889,NH,
195,MT HITCHCOCK (S PK),3500,44.06638889,-71.52861111,NH,
196,MT CHOCORUA,3500,43.95444444,-71.27388889,NH,
197,WORCESTER MTNS (N PK),3490,44.43055556,-72.61277778,VT,
198,DIXVILLE PK,3490,44.83583333,-71.31861111,NH,
199,DOUBLETOP MTN,3489,45.93583333,-69.06166667,ME,2080
200,MT GREYLOCK,3488,42.63722222,-73.16638889,MA,2470
201,BLOODROOT MTN,3485,43.78555556,-72.93777778,VT,
202,MT CLEVELAND,3482,44.04611111,-72.90833333,VT,
203,MT KELSEY,3472,44.80138889,-71.31444444,NH,
204,MAHOOSUC MTN,3470,44.54888889,-70.98666667,ME,
205,LITTLE JACKSON MTN,3470,44.75416667,-70.53611111,ME,
206,TWIN MTNS (SW PK),3469,45.14305556,-70.84527778,ME,
207,STAIRS MTN,3463,44.155,-71.31888889,NH,
208,MULLEN MTN,3463,45.97972222,-68.97555556,ME,
209,BOUNDARY BALD MTN (E PK),3459,45.77277778,-70.17888889,ME,
210,CARR MTN,3453,43.88472222,-71.84388889,NH,
211,FULLING MILL MTN,3450,44.53666667,-70.98,ME,
212,DEER MTN,3450,45.00472222,-70.92444444,ME,
213,UNNAMED PK BUMP (E PK),3447,45.45694444,-70.63361111,ME,
214,HAYSTACK MTN,3445,42.91361111,-72.91972222,VT,
215,EAST MTN,3439,44.66472222,-71.77055556,VT,2230
216,NORTH JAY PK,3438,44.9575,-72.53666667,VT,
217,PERU PK,3435,43.29444444,-72.93805556,VT,
218,MT O-J-I,3434,45.92777778,-69.01583333,ME,
219,UNNAMED PK BUMP,3430,45.45444444,-70.64527778,ME,
220,SISK MTN (N PK),3430,45.37472222,-70.63027778,ME,
221,PERCY PKS (N PK),3430,44.66305556,-71.43555556,NH,
222,GLASTENBURY MTN (W PK),3423,42.97777778,-73.11027778,VT,
223,STUB HILL (N PK),3422,45.11833333,-71.1025,NH,
224,EAGLE CLIFF,3420,44.16861111,-71.67194444,NH,
225,MT RESOLUTION,3415,44.1475,-71.31444444,NH,
226,GLASTENBURY MTN (N PK),3412,43.02805556,-73.03166667,VT,
227,RICKER MTN,3410,44.42055556,-72.82611111,VT,
228,NORTH JAY PK (S PK),3409,44.94694444,-72.54083333,VT,
229,WHITEWALL MTN,3405,44.1825,-71.4725,NH,
230,SPOTTED MTN (M PK),3401,45.04111111,-70.71861111,ME,
231,MT HUNTINGTON (W PK),3393,44.04361111,-71.50666667,NH,
232,STYLES PK,3392,43.27361111,-72.93861111,VT,
233,ONION HILL,3392,45.25305556,-70.72222222,ME,
234,TEAPOT MTN,3390,44.7475,-71.55666667,NH,
235,SALMON MTN,3390,45.24305556,-71.13388889,NH,
236,RICE MTN,3390,44.85277778,-71.24083333,NH,
237,MT PISGAH,3390,45.37277778,-70.66361111,ME,
238,MORSE MTN,3390,44.57638889,-72.75222222,VT,
239,BIGELOW MTN (HORNS POND PK),3390,45.1425,-70.34388889,ME,
240,MAGALLOWAY MTN,3383,45.06333333,-71.16305556,NH,
241,MILLEN HILL,3376,44.29361111,-71.36527778,NH,
242,MT TREMONT,3371,44.05333333,-71.3575,NH,
243,SIGNAL MTN,3370,44.20611111,-72.32555556,VT,2140
244,DEWEY MTN,3370,44.49361111,-72.82194444,VT,
245,CAPE LOOKOFF MTN,3370,43.85555556,-72.97333333,VT,
246,GILLESPIE PK (WHITE ROCKS MTN),3366,43.87138889,-72.97777778,VT,
247,MT CARMEL,3365,43.77444444,-72.92083333,VT,
248,MOTHER MYRICK MTN,3361,43.21333333,-73.11694444,VT,
249,BAKER MTN (M PK),3361,45.55805556,-69.38944444,ME,
250,BELVIDERE MTN,3356,44.77305556,-72.55138889,VT,
251,WHITCOMB MTN (M PK),3354,44.74361111,-71.37055556,NH,
252,LITTLE WILDCAT MTN,3350,44.27722222,-71.21,NH,
253,LUDLOW MTN (OKEMO MTN),3343,43.40388889,-72.75194444,VT,
254,ROUND MTN,3342,43.81555556,-72.885,VT,
255,DUCK POND MTN,3340,44.10694444,-71.39527778,NH,
256,WHITCOMB MTN (S PK),3338,44.73,-71.37194444,NH,
257,COLD HOLLOW MTNS,3337,44.7875,-72.68944444,VT,2160
258,SUNDAY RIVER WHITECAP,3335,44.54888889,-70.89722222,ME,
259,CHANDLER MTN,3335,44.20222222,-71.10638889,NH,
260,GORE MTN,3332,44.91972222,-71.79416667,VT,1982
261,MT HITCHCOCK (E PK),3331,44.07611111,-71.51472222,NH,
262,GLASTENBURY MTN (S PK),3331,42.93833333,-73.05805556,VT,
263,FLAT MTN,3331,43.92861111,-71.46222222,NH,
264,SPRUCE PK,3330,44.55083333,-72.78361111,VT,
265,MERRILL MTN,3330,45.47611111,-70.68777778,ME,
266,BLUE MTN (W PK),3326,44.79027778,-71.50555556,NH,
267,NORTH TURNER MTN,3325,45.9725,-68.84444444,ME,
268,CARIBOU MTN (E PK),3325,45.44416667,-70.6,ME,
269,BOYCE MTN,3323,43.97361111,-72.94111111,VT,
270,UNNAMED BOUNDARY PK (MON. 410),3319,45.445,-70.65138889,ME,
271,JACKSON MTN (N PK),3319,44.78083333,-70.52805556,ME,
272,NUMBER SIX MTN,3315,45.49416667,-70.40861111,ME,
273,MT KINEO,3313,43.92916667,-71.79888889,NH,
274,BALD MTN,3310,44.76611111,-71.98888889,VT,
275,BAKER MTN (S PK),3307,45.55138889,-69.39805556,ME,
276,MT HUNTINGTON (E PK),3306,44.03888889,-71.46944444,NH,
277,BLACK MTN,3304,44.22527778,-71.15611111,NH,
278,SPENCER BALE MTN,3301,45.41527778,-70.49888889,ME,
279,BEAR MTN,3301,43.20083333,-73.16722222,VT,
280,BIG COOLIDGE MTN,3294,44.07944444,-71.64305556,NH,
281,MT WORCESTER,3293,44.44333333,-72.59222222,VT,
282,GOSHEN MTN,3292,43.82944444,-72.97138889,VT,
283,SMART MTN (W PK),3290,45.46888889,-70.62861111,ME,
284,BEAR MTN (W PK) GREEN MTN,3290,44.45472222,-70.96527778,ME,
285,SALT ASH MTN,3286,43.5025,-72.77444444,VT,
286,KIBBY RANGE (N PK),3286,45.35222222,-70.57694444,ME,
287,LILY BAY MTN (E PK),3281,45.59055556,-69.41722222,ME,
288,BROMLEY,3281,43.22777778,-72.94027778,VT,
289,CRYSTAL MTN (N PK),3279,44.9375,-71.21027778,NH,
290,BLUE RIDGE MTN (S PK),3278,43.67805556,-72.90222222,VT,
291,UNNAMED PK BOUNDARY POND,3277,45.27055556,-71.11666667,NH,
292,SISK MTN,3270,45.34666667,-70.62861111,ME,
293,BURKE MTN,3270,44.57055556,-71.89333333,VT,
294,KEARSARGE NORTH,3268,44.10583333,-71.09444444,NH,
295,BLACK CRESCENT MTN (S PK),3264,44.43944444,-71.27111111,NH,
296,BIG BICKFORD MTN,3261,44.19694444,-71.65472222,NH,
297,SADDLE BALL MTN,3258,42.61722222,-73.19027778,MA,
298,CENTER RIDGE (PEAK OF THE RIDGES),3254,46.07416667,-68.86861111,ME,
299,MT CRESCENT,3251,44.40416667,-71.29472222,NH,
300,UNNAMED PK (CUPSUPTIC POND),3250,45.22472222,-70.91611111,ME,
301,SLIDE MTN,3250,44.55055556,-70.9225,ME,
302,SADDLE HILL (E PK),3250,45.34416667,-71.00194444,ME,
303,HAY MTN,3250,45.5525,-69.27222222,ME,
304,SMART MTN,3245,45.47277778,-70.61055556,ME,
305,ENGINE HILL (S PK),3244,44.19388889,-71.28277778,NH,
306,SMARTS MTN,3238,43.82555556,-72.03916667,NH,2190
307,WORTH MTN,3234,43.91,-72.96416667,VT,
308,PERCY PKS (S PK),3234,44.65638889,-71.43555556,NH,
309,LILY BAY MTN,3234,45.59111111,-69.43694444,ME,
310,ROUND MTN (E PK),3230,43.80611111,-72.8525,VT,
311,GREEN PK (MT AEOLUS),3230,43.24055556,-73.03888889,VT,
312,DIAMOND RIDGE,3230,45.09194444,-71.13611111,NH,
313,CRYSTAL MTN (NW PK),3230,44.97222222,-71.23027778,NH,
314,MONASTERY MTN (W PK),3224,43.90694444,-72.93861111,VT,
315,LITTLE SPRUCE MTN,3222,45.53722222,-69.21722222,ME,
316,MT CUSHMAN,3221,43.95833333,-71.77916667,NH,
317,BEAR MTN,3220,44.02944444,-71.30222222,NH,
318,ADAMS MTN,3214,44.04361111,-72.80916667,VT,
319,WEST ROYCE MTN,3210,44.30222222,-71.01861111,NH,
320,SMITH PK,3210,43.57611111,-72.78416667,VT,
321,SADDLE HILL (W PK),3210,45.3475,-71.01138889,ME,
322,REDINGTON POND RANGE (S PK),3210,44.99805556,-70.41027778,ME,
323,FARMER MTN,3210,44.94694444,-70.33416667,ME,
324,BIG SPENCER MTN,3210,45.77555556,-69.44361111,ME,1920
325,PHILADELPHIA PK,3203,43.9,-72.88666667,VT,
326,MT PAUGUS,3198,43.95111111,-71.32944444,NH,
327,NORTH MOAT MTN,3196,44.04305556,-71.215,NH,
328,HAYSTACK MTN,3196,44.82333333,-72.53861111,VT,
329,BLACK CRESCENT MTN (N PK),3196,44.44666667,-71.28027778,NH,
330,THREE SLIDE MTN (W PK),3194,45.44277778,-70.43194444,ME,
331,MT HITCHCOCK (N PK),3194,44.08722222,-71.54472222,NH,
332,"BIGELOW MTN, CRANBERRY PK",3194,45.14083333,-70.38083333,ME,
333,BIG SQUAW MTN,3194,45.48388889,-69.71194444,ME,2130
334,CAVE MTN,3191,44.88388889,-71.26611111,NH,
335,VAN DYKE MTN,3190,45.49277778,-70.67888889,ME,
336,UNNAMED PK (NORTHWEST POND),3190,45.31083333,-70.80888889,ME,
337,SPOTTED MTN (E PK),3190,45.04833333,-70.66638889,ME,
338,MT BLUE,3190,44.72805556,-70.3425,ME,1840
339,DEER MTN (S PK),3190,45.18972222,-71.22583333,NH,
340,BLUE MTN (N PK),3190,44.82027778,-71.49305556,NH,
341,BLACK NUBBLE (W PK),3190,45.01638889,-70.46416667,ME,
342,AZISCOHOS/LOW AZISCOHOS MTN,3190,44.91416667,-71.0025,ME,
343,NUMBER FIVE MTN,3186,45.50111111,-70.38722222,ME,
344,WHEELER MTN,3183,44.44861111,-70.90972222,ME,
345,BLACK MTN,3183,45.18694444,-70.65861111,ME,
346,"LUDLOW MTN, S MTN",3179,43.37722222,-72.76444444,VT,
347,WEST PK,3178,45.545,-69.29638889,ME,
348,SENECA MTN (S PK),3174,44.695,-71.80416667,VT,
349,BAG POND MTN,3173,45.305,-70.66083333,ME,
350,STERLING RANGE (N PK),3172,44.61416667,-72.76472222,VT,
351,STONEY BROOK MTN,3170,45.07055556,-70.37027778,ME,
352,SENECA MTN (E PK),3170,44.6975,-71.77472222,VT,
353,MT ETHAN ALLEN (E PK),3170,44.28444444,-72.86472222,VT,
354,MONASTERY MTN (E PK),3170,43.90333333,-72.91472222,VT,
355,BURNT ROCK MTN,3170,44.2675,-72.89611111,VT,
356,BIG SPENCER MTN (SW PK),3170,45.76138889,-69.46666667,ME,
357,BUTTERFIELD MTN,3167,44.18333333,-72.33972222,VT,
358,BOUNDARY BALD MTN (W PK),3167,45.77916667,-70.24,ME,
359,COW RIDGE (S PK),3162,45.1725,-70.74472222,ME,
360,BLACK MTN,3162,44.45638889,-70.90972222,ME,
361,ROUND MTN (N PK),3161,45.27611111,-70.685,ME,
362,MONADNOCK MTN,3159,42.86083333,-72.10888889,NH,2160
363,BEAVER MTN,3159,44.88166667,-70.63944444,ME,
364,MT CARDIGAN,3155,43.64916667,-71.91472222,NH,1922
365,NORTH TRAVELER MTN,3152,46.10027778,-68.85555556,ME,
366,ROUND MTN (M PK),3150,45.25972222,-70.67138889,ME,
367,KIRBY PK,3150,43.96277778,-72.94555556,VT,
368,BOSEBUCK MTN,3150,45.11416667,-71.05555556,ME,
369,MONADNOCK MTN,3148,44.8975,-71.54527778,VT,
370,MT MAYO,3143,44.46222222,-72.83888889,VT,
371,PUZZLE MTN,3142,44.54666667,-70.78888889,ME,
372,POPLAR RIDGE,3142,44.97222222,-70.44861111,ME,
373,CORPORATION MTN,3142,43.82916667,-72.87944444,VT,
374,MT HEDGEHOG,3140,43.94138889,-71.365,NH,
375,MT ASCUTNEY,3140,43.44361111,-72.455,VT,2290
376,MT KENT,3137,45.23138889,-71.095,NH,
377,BULL MTN,3136,45.1475,-70.87222222,ME,
378,UNNAMED PK (LEDGE POND),3130,44.91638889,-70.53527778,ME,
379,UNNAMED BDY PK (CUPSUPTIC PD),3130,45.24305556,-70.89833333,ME,
380,NORTHFIELD MTNS (S PK),3130,44.01833333,-72.80972222,VT,
381,GLASTENBURY MTN (NE PK),3130,43.05,-73.0075,VT,
382,UNNAMED PK (CARIBOU FLOW),3122,45.41611111,-70.5725,ME,
383,BIG SHANTY MTN,3121,45.54833333,-69.19527778,ME,
384,UNNAMED PK (READSBORO),3120,42.84888889,-72.97,VT,
385,MT CRAWFORD,3119,44.13666667,-71.33305556,NH,
386,EAST ROYCE MTN,3114,44.30722222,-71.00611111,ME,
387,WOODWARD MTN,3110,44.40666667,-72.83305556,VT,
388,WOODLAWN MTN,3110,43.3375,-73.09833333,VT,
389,SOUTH TURNER MTN,3110,45.94111111,-68.85111111,ME,
390,SANDY BAY MTN,3110,45.75416667,-70.39416667,ME,
391,ELEPHANT MTN (E PK),3110,44.77972222,-70.75027778,ME,
392,GRASS MTN,3109,43.05277778,-73.22416667,VT,2200
393,BIG SPRUCE MTN,3103,45.53222222,-69.24694444,ME,
394,BLUE RIDGE (N PK),3102,44.95583333,-71.24694444,NH,
395,MT TUCKER (W PK),3097,44.94972222,-71.16666667,NH,
396,MT RANDOLPH (N PK),3097,44.39666667,-71.31694444,NH,
397,BALDHEAD MTN (S PK),3097,44.82222222,-71.36777778,NH,
398,HOUGHTON MTN,3095,42.81888889,-73.08555556,VT,
399,UNNAMED PK (BRANCH POND),3090,43.06638889,-73.01694444,VT,
400,TUMBLEDOWN MTN (N PK),3090,44.75,-70.54916667,ME,
401,East Kibby,3088,45.33472222,-70.53666667,ME,
402,KNOX MTN (M PK),3086,44.16527778,-72.35666667,VT,
403,MT PISGAH,3081,44.99555556,-71.21305556,NH,
404,UNNAMED PK (BARKER POND),3070,45.30583333,-71.03444444,ME,
405,LITTLE SPENCER MTN,3070,45.75833333,-69.53277778,ME,
406,LITTLE BIGELOW MTN,3070,45.13444444,-70.21722222,ME,
407,EAST HAVEN MTN,3070,44.62138889,-71.83333333,VT,
408,COBURN MTN (E PK),3070,45.48027778,-70.11166667,ME,
409,RICE MTN,3066,44.05638889,-72.80166667,VT,
410,LOON MTN (N PK),3065,44.03611111,-71.62166667,NH,
411,BALD CAP,3065,44.44944444,-71.10305556,NH,
412,MT HITCHCOCK (W PK),3064,44.07194444,-71.55333333,NH,
413,WOLF CUB GORDON POND PEAK,3063,44.07166667,-71.74,NH,
