Rank,Name,Elevation,Prominence,Latitude,Longitude,State
63,BURKE MTN,3270,1600,44.57055556,-71.89333333,VT
64,WORTH MTN,3234,784,43.91,-72.96416667,VT
65,ROUND MTN (E PK),3230,580,43.80611111,-72.8525,VT
66,GREEN PK (MT AEOLUS),3230,1140,43.24055556,-73.03888889,VT
67,MONASTERY MTN (W PK),3224,854,43.90694444,-72.93861111,VT
68,ADAMS MTN,3214,1804,44.04361111,-72.80916667,VT
69,SMITH PK,3210,320,43.57611111,-72.78416667,VT
70,PHILADELPHIA PK,3203,633,43.9,-72.88666667,VT
71,HAYSTACK MTN,3195,587,44.82333333,-72.53861111,VT
72,"LUDLOW MTN, S MTN",3179,768,43.37722222,-72.76444444,VT
73,SENECA MTN (S PK),3174,624,44.695,-71.80416667,VT
74,STERLING RANGE (N PK),3172,802,44.61416667,-72.76472222,VT
75,SENECA MTN (E PK),3170,320,44.6975,-71.77472222,VT
76,MT ETHAN ALLEN (E PK),3170,230,44.28444444,-72.86472222,VT
77,MONASTERY MTN (E PK),3170,288,43.90333333,-72.91472222,VT
78,BURNT ROCK MTN,3170,220,44.2675,-72.89611111,VT
79,BUTTERFIELD MTN,3167,777,44.18333333,-72.33972222,VT
80,MONADNOCK MTN,3148,1538,44.8975,-71.54527778,VT
81,MT MAYO,3143,273,44.46222222,-72.83888889,VT
82,MT ASCUTNEY,3140,2289,43.44361111,-72.455,VT
83,NORTHFIELD MTNS (S PK),3130,380,44.01833333,-72.80972222,VT
84,GLASTENBURY MTN (NE PK),3130,230,43.05,-73.0075,VT
85,UNNAMED PK (READSBORO),3120,850,42.84888889,-72.97,VT
86,WOODLAWN MTN,3110,1380,43.3375,-73.09833333,VT
87,GRASS MTN,3109,2199,43.05277778,-73.22416667,VT
88,HOUGHTON MTN,3095,698,42.81888889,-73.08555556,VT
89,UNNAMED PK (BRANCH POND),3090,320,43.06638889,-73.01694444,VT
90,KNOX MTN (M PK),3086,696,44.16527778,-72.35666667,VT
91,EAST HAVEN MTN,3070,860,44.62138889,-71.83333333,VT
92,RICE MTN,3066,216,44.05638889,-72.80166667,VT
93,UNNAMED (MOSS GLEN FALLS),3062,212,44.03194444,-72.88555556,VT
94,MT TABOR,3061,237,43.28194444,-72.96694444,VT
95,UMPIRE MTN,3051,981,44.56972222,-71.9575,VT
96,BLUE RIDGE MTN (N PK),3050,205,43.69194444,-72.91277778,VT
97,BALD HILL,3050,260,44.31916667,-72.90777778,VT
98,SENECA MTN (N PK),3049,218,44.71277778,-71.80166667,VT
99,SPRUCE PK,3033,463,43.04444444,-73.21027778,VT
100,SPRUCE MTN,3030,860,44.23444444,-72.35555556,VT
101,BRAINTREE MTN (N PK),3030,640,43.95305556,-72.78583333,VT
102,UNNAMED (STAMFORD),3025,535,42.78666667,-73.1225,VT
103,UNNAMED (TELEPHONE GAP),3022,712,43.75111111,-72.88833333,VT
104,NORTH JAY PK (SW PK),3015,407,44.94083333,-72.57666667,VT
105,GILPIN MTN,3015,781,44.90861111,-72.49527778,VT
106,HOOSAC RANGE,3010,1104,42.75777778,-73.02666667,VT
107,TILLOTSON PK,2998,390,44.8058,-72.5509,VT
108,BEAR,2996,406,43.8703,-72.9556,VT
109,UNNAMED (READSBORO),2995,604,42.82437,-72.94407,VT
110,E KNOX,2990,300,44.1683,-72.34001,VT
111,MEACHAM SWAMP PEAK,2972,1142,44.9023,-71.6318,VT
112,UNNAMED (STAMFORD POND PEAK),2970,560,42.81672,-73.05897,VT
113,CLARK,2970,380,44.47889,-72.8414,VT
114,MOLLY STARK,2967,590,44.22194,-72.92665,VT
115,NETOP,2964,494,43.277,-73.0299,VT
116,N RICE,2963,709,42.98722,-72.83612,VT
117,PETE PARENT,2962,394,43.32194,-72.90473,VT
118,UNNAMED (BLUE BROOK),2956,545,42.99416,-72.87334,VT
119,GILLESPIE,2956,766,43.95611,-72.87612,VT
120,ROCHESTER,2953,623,43.86694,-72.74834,VT
121,RICE HILL,2950,236,42.97833,-72.8275,VT
122,MIDDLE,2947,677,44.91722,-71.83168,VT
123,GLEBE,2942,1378,43.18888,-72.76084,VT
124,LYE BROOK MEADOWS PEAK,2941,311,43.08084,-73.04601,VT
125,BUCHANAN,2940,449,44.87861,-72.50917,VT
126,STRATTON POND PEAK,2939,312,43.11416,-72.96972,VT
127,ROUND,2932,222,44.93305,-71.7875,VT
128,N SNOW,2929,241,42.9894444,-72.9097222,VT
129,W WINDFARM,2923,433,42.8719444,-72.9844444,VT
130,DOMEYS DOME,2923,276,44.8913889,-72.4997222,VT
131,SCRUB HILL,2916,226,42.8052778,-73.1077778,VT
132,SCRAG,2911,541,44.1561111,-72.7727778,VT
133,NS BRAINTREE,2895,345,43.9341,-72.7764,VT
134,GOODWIN,2890,420,44.7741667,-72.0069444,VT
135,DOWNER GLEN PEAK,2886,,43.1377778,-73.0136111,VT
136,NE DEVILS DEN PEAK,2883,748,43.3597222,-72.8725,VT
137,DARNING NEEDLE,2883,,43.7352,-72.8488,VT
138,TERRIBLE,2882,668,43.3135,-72.7436,VT
139,S TILLOTSON,2881,219,44.7957,-72.5597,VT
140,BUCKBALL PEAK,2864,237,43.3428,-72.9427,VT
141,BALD,2857,367,42.9221,-73.1439,VT
142,S LINCOLN GAP PEAK,2850,215,44.08083,-72.928,VT
143,RED,2846,836,43.108,-73.168,VT
144,NN TERRIBLE,2844,512,43.3402,-72.7558,VT
145,NW KNOX,2837,230,44.1706,-72.3679,VT
146,CHATEAUGUAY PEAK,2836,1486,43.678,-72.6721,VT
147,TINMOUTH,2835,1225,43.4194,-73.0761,VT
148,MT HOLLY PEAK,2824,413,43.3749,-72.8436,VT
149,S ROXBURY GAP PEAK,2823,393,44.0893,-72.7902,VT
150,BLACK,2822,592,44.9271,-71.7475,VT
151,NE S POND PEAK,2810,480,43.7184,-72.8673,VT
152,JOBS,2810,420,44.7613,-71.9636,VT
153,PEABODY HILL,2808,574,43.3252,-72.8374,VT
154,ELBOW PEAK,2808,658,43.68222,-72.8577,VT
155,WOLF HILL,2805,815,43.7094,-72.7874,VT
156,SPRUCE PEAK,2803,273,43.2397,-73.1411,VT
157,BURNT,2803,653,43.5416,-72.7722,VT
158,LARAWAY,2795,1527,44.7259,-72.7119,VT
159,S NORTHFIELD,2790,250,43.9775,-72.8027,VT
160,S BLUFF,2789,459,44.858,-71.8625,VT
161,EAST,2787,777,43.6526,-72.7518,VT
162,SW COLD HOLLOW,2785,430,44.7764,-72.7105,VT
163,CHESTER ARTHUR,2785,225,44.03967,-72.8633,VT
164,THE DOME,2784,718,42.7788,-73.1704,VT
165,WILDER,2782,456,43.3955,-72.91,VT
166,WHEELOCK,2782,1355,44.5576,-72.16,VT
167,DORSET HILL,2782,292,43.2606,-73.0328,VT
168,DEER LEAP,2782,532,43.67,-72.8363,VT
169,NORTH POND PEAK,2781,291,43.7435,-72.8822,VT
170,WILLARD,2778,400,43.3878,-72.8922,VT
171,S BRAINTREE,2778,218,43.9232,-72.7671,VT
172,N BLUFF,2774,304,44.8958,-71.8481,VT
173,PROSPECT,2767,297,42.875,-73.06667,VT
174,PISGAH,2766,649,44.7296,-72.0303,VT
175,BULL,2758,548,44.7299,-71.839,VT
176,THE BALL,2755,305,43.0623,-73.1965,VT
177,NICKWAKET,2753,1063,43.7788,-72.994,VT
178,KIRBY,2750,780,44.5471,-71.9044,VT
179,CUSHMAN,2750,280,43.8974,-72.7648,VT
180,SS BRAINTREE,2748,248,43.91357,-72.76584,VT
181,STONE,2736,846,44.561,-71.6659,VT
182,SE PHILADELPHIA,2735,405,43.8882,-72.8624,VT
183,SABLE,2734,544,44.9226,-71.6862,VT
184,WEST,2733,1123,44.7093,-71.7043,VT
185,N ELBOW,2730,320,43.7077,-72.8658,VT
186,LITTLE WILCOX,2730,360,43.8199,-72.829,VT
187,HERRICK,2726,1536,43.5625,-73.099,VT
188,HAYSTACK,2723,391,44.7461,-72.002,VT
189,BROUSSEAU,2723,913,44.968,-71.7394,VT
190,E ROUND,2714,304,44.9373,-71.7728,VT
191,DAVES,2707,317,43.7321,-72.871,VT
192,N TERRIBLE,2706,334,43.3298,-72.7532,VT
193,UNNAMED (N SHAGBACK),2704,206,43.6184,-72.7826,VT
194,PIGEON POND PEAK,2702,552,44.2426,-72.3145,VT
195,SOUTH POND PEAK,2696,247,43.7097,-72.8759,VT
196,DEVILS DEN PEAK,2694,268,43.3483,-72.8771,VT
197,MILES,2690,1340,44.4804,-71.8117,VT
198,DELECTABLE,2690,,43.7003,-72.6804,VT
199,BILLINGS,2688,907,44.7053,-72.6667,VT
200,WHITE ROCKS,2680,545,43.4291,-72.9391,VT
