Rank,Name,Elevation,Latitude,Longitude,State,Prominence
38,MT LIBERTY,4459,44.11583333,-71.64277778,NH,
39,ARMSTRONG MTN,4446,44.13444444,-73.85,NY,
40,PANTHER PK,4442,44.09833333,-74.13277778,NY,
41,SOUTH CARTER MTN,4430,44.28972222,-71.17694444,NH,
42,WILDCAT MTN,4422,44.25916667,-71.20222222,NH,
43,MT HANCOCK,4420,44.08333333,-71.49388889,NH,
44,TABLE TOP MTN,4413,44.14055556,-73.91666667,NY,
45,HOUGH PK,4409,44.06944444,-73.77805556,NY,
46,MT MANSFIELD (CHIN),4393,44.54361111,-72.81472222,VT,3640
47,MACOMB MTN,4390,44.05166667,-73.78027778,NY,
48,ROCKY PEAK RIDGE,4383,44.15416667,-73.70583333,NY,
49,MT MARSHALL,4380,44.1275,-74.0125,NY,
50,KINSMAN MTN (S PK),4358,44.12277778,-71.73694444,NH,2420
51,SEWARD MTN,4347,44.15972222,-74.2,NY,2035
52,ALLEN MTN,4347,44.07083333,-73.94,NY,
53,MT OSCEOLA,4340,44.00166667,-71.53638889,NH,2040
54,MT FIELD,4340,44.19611111,-71.43388889,NH,1702
55,MT FLUME,4328,44.10861111,-71.62861111,NH,
56,MT HANCOCK (S PK),4319,44.07333333,-71.4875,NH,
57,MT PIERCE,4310,44.22694444,-71.36611111,NH,
58,TABLE TOP MTN (E PK),4304,44.14361111,-73.90777778,NY,
59,KINSMAN MTN (N PK),4293,44.13333333,-71.73722222,NH,
60,MT WILLEY,4285,44.18333333,-71.42166667,NH,
61,"MT BOND, THE CLIFFS",4265,44.14055556,-71.54111111,NH,
62,ZEALAND RIDGE,4260,44.17972222,-71.52194444,NH,
63,SUGARLOAF MTN,4250,45.03166667,-70.31361111,ME,3180
64,BIG SLIDE MTN,4249,44.18222222,-73.87138889,NY,
65,ESTHER MTN,4239,44.38694444,-73.89027778,NY,
66,KILLINGTON PK,4235,43.60444444,-72.82055556,VT,3320
67,CROCKER MTN,4228,45.04694444,-70.38333333,ME,
68,UPPER WOLFJAW MTN,4203,44.14027778,-73.84583333,NY,
69,SLIDE MTN,4190,41.99916667,-74.38611111,NY,3295
70,MT TRIPYRAMID (N PK),4180,43.97305556,-71.44333333,NH,
71,LOWER WOLFJAW MTN,4173,44.14805556,-73.83305556,NY,
72,OLD SPECK MTN,4170,44.57083333,-70.95416667,ME,2720
73,MT CABOT,4170,44.50583333,-71.41472222,NH,2670
74,PHELPS MTN,4160,44.15694444,-73.92166667,NY,
75,MT OSCEOLA (E PK),4156,44.00611111,-71.52111111,NH,
76,NORTH BROTHER,4151,45.95694444,-68.98583333,ME,
77,STREET MTN,4150,44.17944444,-74.0275,NY,
78,SAWTEETH,4150,44.11444444,-73.85055556,NY,
79,BIGELOW MTN WEST PK,4145,45.14666667,-70.28861111,ME,2855
80,MT TRIPYRAMID (M PK),4140,43.96444444,-71.44055556,NH,
81,SADDLEBACK MTN,4120,44.93638889,-70.505,ME,2446
82,DONALDSON MTN,4108,44.15388889,-74.21194444,NY,
83,CANNON MTN,4100,44.15666667,-71.69944444,NH,
84,CASCADE MTN,4098,44.21833333,-73.86055556,NY,
85,SEYMOUR MTN,4091,44.15805556,-74.17277778,NY,
86,CAMELS HUMP,4090,44.31944444,-72.88666667,VT,1880
87,BIGELOW MTN (AVERY PK),4090,45.14666667,-70.27583333,ME,
88,SOUTH DIX,4085,44.06,-73.77472222,NY,
89,PORTER MTN,4085,44.21222222,-73.85416667,NY,
90,MT COLVIN,4085,44.09388889,-73.83472222,NY,
91,MT ELLEN,4083,44.15972222,-72.92916667,VT,2132
92,WILDCAT RIDGE (D PK),4070,44.24916667,-71.22416667,NH,
93,MT HALE,4054,44.22166667,-71.5125,NH,
94,MT JACKSON,4052,44.20305556,-71.37583333,NH,
95,MT TOM,4051,44.21027778,-71.44666667,NH,
96,SOUTH CROCKER MTN,4050,45.03611111,-70.37638889,ME,
97,MT ABRAHAM,4050,44.97277778,-70.32694444,ME,
98,HUNTER MTN,4050,42.1775,-74.23083333,NY,2160
99,MT MORIAH,4049,44.34027778,-71.13222222,NH,
100,MT PASSACONAWAY,4043,43.95472222,-71.38111111,NH,
101,SADDLEBACK MTN THE HORN,4041,44.95111111,-70.4875,ME,
102,MT EMMONS,4039,44.14388889,-74.21472222,NY,
103,OWLS HEAD,4025,44.14416667,-71.60555556,NH,
104,GALEHEAD,4024,44.185,-71.57388889,NH,
105,MT WHITEFACE,4020,43.93666667,-71.40805556,NH,
106,DIAL MTN,4019,44.10583333,-73.79666667,NY,
107,SPAULDING MTN,4010,45.00277778,-70.33388889,ME,
108,MT REDINGTON,4010,45.025,-70.38916667,ME,
109,YARD MTN,4009,44.17444444,-73.88527778,NY,
110,MT WAUMBEK,4006,44.4325,-71.41777778,NH,
111,MT ABRAHAM,4006,44.12027778,-72.93666667,VT,
112,EAST DIX,4006,44.06527778,-73.75777778,NY,
113,MT ISOLATION,4004,44.21472222,-71.31,NH,
114,MT TECUMSEH,4003,43.96638889,-71.55694444,NH,1743
115,BLACK DOME,3990,42.27,-74.12333333,NY,2080
116,BLAKE PK,3986,44.08111111,-73.845,NY,
117,MACNAUGHTON MTN,3983,44.13972222,-74.06472222,NY,
118,SANDWICH MTN,3980,43.90027778,-71.49861111,NH,
119,SOUTH BROTHER,3970,45.94416667,-69.00222222,ME,
120,SNOW MTN,3960,45.29138889,-70.70972222,ME,2330
121,GREEN MTN,3960,44.18194444,-73.715,NY,
122,PICO PK,3957,43.63944444,-72.83694444,VT,
123,BLAKE PK (S PK),3953,44.07666667,-73.84694444,NY,
124,THOMAS COLE MTN,3950,42.27083333,-74.13666667,NY,
125,THE BULGE,3950,44.51444444,-71.40861111,NH,
126,BLACKHEAD,3950,42.26777778,-74.10527778,NY,
127,CLIFF MTN,3944,44.10333333,-73.97555556,NY,
128,STRATTON MTN,3940,43.08611111,-72.92555556,VT,2410
129,MCDONNEL MTN,3940,44.08055556,-73.93472222,NY,
130,MT NANCY,3926,44.12222222,-71.405,NH,
131,THE HORN,3905,44.51777778,-71.40055556,NH,
132,SNOWY MTN,3901,43.7,-74.38694444,NY,2243
133,MT WEEKS (N PK),3901,44.46138889,-71.38222222,NH,
134,MOOSE MTN,3898,44.35083333,-74.00361111,NY,
135,UNNAMED PK LOST POND,3891,44.16416667,-74.03472222,NY,
136,WEST KILL MTN,3890,42.16777778,-74.29027778,NY,
137,NYE MTN,3888,44.18722222,-74.02444444,NY,
138,MT WEEKS (S PK),3885,44.44222222,-71.38888889,NH,
139,THE SLEEPERS (W PK),3881,43.95416667,-71.43583333,NH,
140,KILBURN MTN,3881,44.30277778,-73.8825,NY,1700
141,BLUE RIDGE,3881,43.62944444,-74.48222222,NY,
142,NORTH RIVER MTNS (N PK),3878,44.03527778,-73.9825,NY,
143,GOOSE EYE MTN,3870,44.50277778,-71,ME,
144,DOUBLETOP MTN,3870,42.0275,-74.52861111,NY,
145,CORNELL MTN,3870,42.00138889,-74.35722222,NY,
146,GRAHAM MTN,3868,42.03944444,-74.54972222,NY,
147,FORT MTN,3867,45.96194444,-68.97527778,ME,
148,VOSE SPUR,3862,44.10277778,-71.435,NH,
149,PANTHER MTN,3862,43.73666667,-74.39194444,NY,
150,THE SLEEPERS (E PK),3860,43.94666667,-71.42583333,NH,
151,SENTINEL MTN,3858,44.30611111,-73.85277778,NY,
152,NORTH RIVER MTNS RIST MTN,3858,44.02777778,-73.98777778,NY,
153,JAY PK,3858,44.92444444,-72.52638889,VT,2975
154,WHITE CAP MTN,3856,45.23611111,-70.81833333,ME,
155,SAWTOOTH MTNS (M PK),3855,44.18861111,-74.12166667,NY,
156,PANTHER,3855,45.26722222,-70.84166667,ME,
157,PLATEAU MTN,3850,42.13805556,-74.17472222,NY,1780
158,EQUINOX MTN,3850,43.16583333,-73.11805556,VT,3060
159,HOWARD MTN,3848,44.15805556,-73.89138889,NY,
160,TABLE MTN,3847,41.95833333,-74.40527778,NY,
161,PEEKAMOOSE MTN,3843,41.95305556,-74.39861111,NY,
162,MENDON PK,3840,43.595,-72.84666667,VT,
163,BREAD LOAF MTN,3835,44.00194444,-72.94166667,VT,
164,MCKENZIE MTN,3832,44.33611111,-74.03277778,NY,
165,LYON MTN (NE PK),3830,44.70305556,-73.86472222,NY,2247
166,UNNAMED PK INDIAN FALLS,3822,44.14388889,-73.93583333,NY,
167,AVALANCHE MTN,3816,44.13611111,-73.97,NY,
168,PEAK ABOVE THE NUBBLE,3813,44.22277778,-71.56194444,NH,
169,SUGARLOAF MTN,3810,42.13111111,-74.15083333,NY,
170,"BIGELOW MTN, THE HORNS (S PK)",3805,45.145,-70.32361111,ME,
171,LYON MTN AVERILL PK,3803,44.69277778,-73.88138889,NY,
172,MT COE,3795,45.93361111,-69.00944444,ME,
173,COUCHSACHRAGA PK,3793,44.09527778,-74.16055556,NY,
174,EAST KENNEBAGO MTN,3791,45.12166667,-70.6,ME,1801
175,WITTENBERG MTN,3790,42.00805556,-74.3475,NY,
176,MT WILSON,3790,44.00472222,-72.92611111,VT,
177,BALDPATE MTN (E PK),3790,44.60916667,-70.89277778,ME,2240
178,SAWTOOTH MTNS (W PK),3789,44.19305556,-74.14027778,NY,
179,BUELL MTN,3789,43.71638889,-74.4075,NY,
180,BIG JAY,3786,44.915,-72.54111111,VT,
181,SNOW MTN,3784,45.16916667,-70.82722222,ME,
182,BOREAS MTN,3776,44.00305556,-73.88111111,NY,
183,KENNEBAGO DIVIDE (N PK),3775,45.2225,-70.81611111,ME,
184,SCAR RIDGE (W PK),3774,44.02916667,-71.59583333,NH,
185,"SADDLEBACK MTN, THE HORN (N PK)",3772,44.95888889,-70.49222222,ME,
186,ELEPHANT MTN,3772,44.76805556,-70.78222222,ME,2060
187,REDINGTON POND RANGE (M PK),3770,45.00777778,-70.39472222,ME,
188,DORSET PK,3770,43.30916667,-73.02861111,VT,2840
189,CANNON BALLS (NE PK),3769,44.15,-71.71055556,NH,
190,WAKELY MTN,3766,43.73694444,-74.51527778,NY,1631
191,MAHOOSUC ARM,3765,44.56055556,-70.97861111,ME,
192,MT KANCAMAGUS,3763,44.01111111,-71.47944444,NH,
193,SAWTOOTH MTNS (WSW PK),3757,44.18444444,-74.14055556,NY,
194,WEST KENNEBAGO MTN (N PK),3750,45.12027778,-70.81611111,ME,
195,MT ABRAHAM (M PK),3750,44.95777778,-70.30472222,ME,
196,HUNTER MTN (SW PK),3750,42.1625,-74.24416667,NY,
197,BLUE MTN,3750,43.87222222,-74.40138889,NY,1939
198,GLASTENBURY MTN,3748,42.97777778,-73.07222222,VT,
199,MT LOWELL,3740,44.10361111,-71.41861111,NH,
200,MT ANDERSON,3740,44.1125,-71.41833333,NH,
201,SHELBURNE MORIAH MTN,3735,44.35305556,-71.09916667,NH,
202,DONALDSON MTN (W PK),3734,44.15611111,-74.22916667,NY,
203,SHREWSBURY PK,3730,43.57555556,-72.80638889,VT,
204,PANTHER MTN,3730,42.05833333,-74.39666667,NY,
205,LEWEY MTN,3730,43.66444444,-74.4425,NY,
206,HUTCHINS MTN MT PILOT,3730,44.54805556,-71.455,NH,
207,COBURN MTN,3730,45.46861111,-70.12694444,ME,2510
208,BUNNEL MTN (BLUE MTN),3730,44.79138889,-71.47916667,NH,1800
209,BALSAM LAKE MTN,3730,42.04555556,-74.595,NY,
210,WALLFACE MTN,3727,44.13805556,-74.03722222,NY,
211,MT DARTMOUTH,3727,44.3025,-71.38416667,NH,
212,MT BEMIS,3725,44.12694444,-71.39416667,NH,
213,HENDERSON MTN,3724,44.09777778,-74.09805556,NY,
214,LONE MTN,3721,41.96916667,-74.38972222,NY,
215,PANTHER MTN (S PK),3714,43.72527778,-74.39333333,NY,
216,WEST KENNEBAGO MTN,3713,45.10694444,-70.81694444,ME,
217,STERLING MTN (WHITE FACE MTN),3713,44.58222222,-72.74027778,VT,1543
218,SUGARLOAF,3710,44.74416667,-71.46833333,NH,
219,BLACK NUBBLE,3710,45.03194444,-70.4475,ME,
220,BIG INDIAN MTN,3710,42.035,-74.49722222,NY,
221,KENNEBAGO DIVIDE (S PK),3705,45.20583333,-70.82888889,ME,
222,HOFFMAN MTN,3704,43.91138889,-73.81888889,NY,1962
223,MT HUNTINGTON (S PK),3700,44.04611111,-71.48555556,NH,
224,MT HUNTINGTON,3700,44.05,-71.49166667,NH,
225,MT HALE (S PK),3700,44.20083333,-71.51916667,NH,
226,BARREN MTN,3696,45.91916667,-68.98305556,ME,
227,SAWTOOTH MTNS (SSE PK),3694,44.17166667,-74.10833333,NY,
228,FRIDAY MTN,3694,41.98777778,-74.3625,NY,
229,MT FIELD (W PK),3691,44.18916667,-71.4475,NH,
230,RUSK MTN,3690,42.20055556,-74.27777778,NY,
231,BOLTON MTN,3690,44.44916667,-72.84027778,VT,1800
232,(MT ETHAN ALLEN),3688,44.29361111,-72.88472222,VT,
233,MT WEEKS (M PK),3684,44.44944444,-71.37972222,NH,
234,CHENEY COBBLE,3684,44.04444444,-73.96527778,NY,
235,HURRICANE MTN,3678,44.235,-73.71083333,NY,1988
236,GOOSE EYE MTN (N PK),3675,44.51611111,-70.98888889,ME,
237,MT DECEPTION (E PK),3671,44.29361111,-71.42111111,NH,
238,MT ABRAHAM (S PK),3671,44.94361111,-70.29083333,ME,
239,THE OWL,3670,45.90916667,-68.95861111,ME,
240,GARFIELD RIDGE (W PK),3667,44.18972222,-71.59583333,NH,
241,GENERAL STARK MTN,3662,44.18416667,-72.92916667,VT,
242,BALDPATE MTN (W PK),3662,44.60138889,-70.9025,ME,
243,LONG MTN (W PK),3661,44.66944444,-71.40277778,NH,
244,LONG MTN (M PK),3661,44.6799,-71.3794,NH,1711
245,TERRACE MTN (E PK),3655,44.47722222,-71.39583333,NH,
246,SADDLEBACK JUNIOR,3655,44.95805556,-70.45833333,ME,
247,KAATERSKILL HIGH PK,3655,42.16222222,-74.08055556,NY,1705
248,WHITE CAP MTN,3654,45.55444444,-69.24722222,ME,2610
249,RUMP MTN,3654,45.20361111,-71.06388889,ME,1524
250,KIBBY MTN,3654,45.41861111,-70.54472222,ME,2260
251,SNOWY MTN (W PK),3652,43.69138889,-74.405,NY,
252,TWIN MTN,3650,42.12555556,-74.12972222,NY,
253,MADONNA PK,3650,44.56138889,-72.75888889,VT,
254,EAST KENNEBAGO MTN (W PK),3650,45.10194444,-70.63888889,ME,
255,CARIBOU MTN (W PK),3650,45.42972222,-70.62361111,ME,
256,COW RIDGE,3645,45.19194444,-70.72944444,ME,1435
257,MT PUTNAM (WORCESTER),3642,44.41833333,-72.63888889,VT,2470
258,LITTLE MOOSE MTN,3632,43.67027778,-74.56972222,NY,
259,FIR MTN,3630,42.0275,-74.46944444,NY,
260,BOUNDARY BALD MTN,3630,45.76666667,-70.20416667,ME,2010
261,STUB HILL,3627,45.10666667,-71.09805556,NH,
262,CALAMITY MTN,3625,44.10305556,-74.00305556,NY,
263,MT GRANT,3623,44.05194444,-72.92666667,VT,
264,BALSAM CAP,3623,41.97694444,-74.35777778,NY,
265,SCAR RIDGE (E PK),3620,44.01916667,-71.56555556,NH,
266,MT HITCHCOCK (M PK),3620,44.07416667,-71.54,NH,
267,SUNRISE MTN,3619,44.02472222,-73.79083333,NY,
268,WHITCOMB MTN (N PK),3615,44.78555556,-71.37861111,NH,
269,STEWART MTN,3615,44.32611111,-73.85666667,NY,
270,SADDLEBACK MTN,3615,44.295,-73.66833333,NY,
271,PILOT RIDGE (M PK),3615,44.53388889,-71.43777778,NH,
272,PILLSBURY MTN,3612,43.58138889,-74.51166667,NY,
273,NORTH DOME,3610,42.17361111,-74.34944444,NY,1160
274,NORTH BALDFACE,3610,44.24277778,-71.0875,NH,
275,GORE MTN,3610,44.77388889,-71.46583333,NH,
276,EAGLE MTN,3610,42.06166667,-74.51,NY,
277,BEARPEN MTN,3610,42.265,-74.47416667,NY,
278,BALSAM MTN,3610,42.09055556,-74.48833333,NY,
279,BURNT HILL,3609,45.03555556,-70.28277778,ME,
280,PLINY MTN,3606,44.41666667,-71.39333333,NH,
281,DUN BROOK MTN,3606,43.89777778,-74.32305556,NY,
282,SCAUR PK,3605,43.985,-71.45055556,NH,
283,BOIL MTN,3601,45.24305556,-70.73611111,ME,
284,WEST PK,3593,44.75416667,-71.49638889,NH,
285,SLIDE MTN,3592,44.27638889,-73.88694444,NY,
286,OLD BLUE MTN,3592,44.74694444,-70.76611111,ME,
287,JAY MTNS,3592,44.31083333,-73.66666667,NY,
288,CARIBOU MTN (M PK),3591,45.43527778,-70.615,ME,
289,GARFIELD RIDGE (E PK),3590,44.19277778,-71.5825,NH,
290,BEMIS MTN,3590,44.79472222,-70.76861111,ME,
291,TUMBLEDOWN MTN,3588,45.44916667,-70.47083333,ME,
292,MT SNOW,3586,42.95916667,-72.92388889,VT,
293,MT HUNGER (N PK),3586,44.40083333,-72.64388889,VT,
294,INDIAN HEAD MTN,3573,42.11638889,-74.115,NY,
295,GORE MTN,3573,43.67333333,-74.04888889,NY,1870
296,CHERRY MTN (MT MARTHA),3572,44.33083333,-71.49972222,NH,1574
297,SOUTH BALDFACE,3570,44.23083333,-71.07833333,NH,
298,PILOT RIDGE (E PK),3570,44.52833333,-71.42861111,NH,
299,JACKSON MTN,3568,44.76222222,-70.52055556,ME,1798
300,MT SUCCESS,3565,44.47138889,-71.03972222,NH,
301,MT CARLO,3565,44.48916667,-71.00861111,ME,
302,MT CLOUGH,3561,44.02916667,-71.87277778,NH,
303,SAWTOOTH MTNS (E PK),3560,44.19138889,-74.10138889,NY,
304,NOONMARK MTN,3556,44.12861111,-73.77277778,NY,
305,UNNAMED BDY PK (DENNISON BOG),3552,45.2375,-70.83694444,ME,
306,TRAVELER MTN (THE TRAVELER),3551,46.07277778,-68.845,ME,2340
307,MT SHERRILL,3550,42.17555556,-74.37333333,NY,
308,MT ROOSEVELT,3550,44.02,-72.91833333,VT,
309,THE FOOL KILLER,3548,43.97138889,-71.42694444,NH,
310,FISHING BROOK MTN,3547,43.93416667,-74.29527778,NY,
311,BOREAS MTN (N PK),3547,44.02083333,-73.88083333,NY,
312,UNNAMED BDY PK BROWN (N PK),3541,45.4025,-70.62194444,ME,
313,THE CAPTAIN CARRIGAIN POND PK,3540,44.08388889,-71.46277778,NH,
314,TWIN MTNS,3536,45.15194444,-70.825,ME,
315,HALCOTT MTN,3530,42.18027778,-74.43833333,NY,
316,VLY MTN,3529,42.24583333,-74.44861111,NY,
317,WINDHAM HIGH PK,3524,42.31472222,-74.14361111,NY,
318,FARR PK,3522,43.80916667,-72.94444444,VT,
319,BAKER MTN,3521,45.57111111,-69.39444444,ME,2190
320,MT ADAMS,3520,44.08694444,-74.02611111,NY,
321,SABLE MTN,3519,44.21472222,-71.09638889,NH,
322,DORSET MTN (W PK),3515,43.30861111,-73.06416667,VT,
323,UNNAMED PK UNKNOWN POND,3510,44.52861111,-71.38083333,NH,
324,UNNAMED PK RAIN (W PK),3510,45.39805556,-70.59805556,ME,
325,SAVAGE MTN,3510,44.73194444,-71.545,NH,
326,ROCKY MTN,3508,41.97277778,-74.37333333,NY,
327,LITTLE SANTANONI MTN,3504,44.07361111,-74.1675,NY,
328,SCAR RIDGE (M PK),3500,44.02527778,-71.58083333,NH,
329,MT WOLF,3500,44.0775,-71.75388889,NH,
330,MT HITCHCOCK (S PK),3500,44.06638889,-71.52861111,NH,
331,MT CHOCORUA,3500,43.95444444,-71.27388889,NH,
332,PITCHOFF MTN,3497,44.23722222,-73.87777778,NY,
333,FISHING BROOK RANGE,3494,43.91833333,-74.32055556,NY,
334,WORCESTER MTNS (N PK),3490,44.43055556,-72.61277778,VT,
335,MILL BROOK RIDGE (E PK),3490,42.0525,-74.63333333,NY,
336,DIXVILLE PK,3490,44.83583333,-71.31861111,NH,
337,DOUBLETOP MTN,3489,45.93583333,-69.06166667,ME,2080
338,MT GREYLOCK,3488,42.63722222,-73.16638889,MA,2470
339,BLUE RIDGE (S PK),3488,43.61472222,-74.47805556,NY,
340,BLOODROOT MTN,3485,43.78555556,-72.93777778,VT,
341,MT CLEVELAND,3482,44.04611111,-72.90833333,VT,
342,SEWARD MTNS (NW PK),3481,44.16944444,-74.21611111,NY,
343,BLUE RIDGE (E PK),3474,43.79472222,-74.45555556,NY,
344,MT KELSEY,3472,44.80138889,-71.31444444,NH,
345,WOODPECKER RIDGE,3470,42.04,-74.61777778,NY,
346,MAHOOSUC MTN,3470,44.54888889,-70.98666667,ME,
347,LITTLE JACKSON MTN,3470,44.75416667,-70.53611111,ME,
348,DRY BROOK RIDGE,3470,42.11277778,-74.60472222,NY,
349,TWIN MTNS (SW PK),3469,45.14305556,-70.84527778,ME,
350,MANBURY MTN,3468,43.66555556,-74.55361111,NY,
351,BLUE RIDGE MTN,3468,43.92527778,-73.81416667,NY,
352,STAIRS MTN,3463,44.155,-71.31888889,NH,
353,MULLEN MTN,3463,45.97972222,-68.97555556,ME,
354,SAWTOOTH MTNS (SW PK),3461,44.17638889,-74.13388889,NY,
355,PINNACLE RIDGE (N PK),3461,44.06027778,-73.86,NY,
356,BOUNDARY BALD MTN (E PK),3459,45.77277778,-70.17888889,ME,
357,WILMINGTON RANGE,3458,44.43222222,-73.84388889,NY,
358,MORGAN MTN,3458,44.41861111,-73.85944444,NY,
359,CELLAR MTN,3455,43.71194444,-74.54277778,NY,
360,CARR MTN,3453,43.88472222,-71.84388889,NH,1480
361,PUFFER MTN,3451,43.66138889,-74.2,NY,1670
362,BLUE RIDGE (W PK),3451,43.92777778,-73.82972222,NY,
363,ROUNDTOP MTN,3450,42.16833333,-74.09527778,NY,
364,ROUNDTOP,3450,42.29388889,-74.49083333,NY,
365,OLDERBARK MTN,3450,42.11611111,-74.18888889,NY,
366,FULLING MILL MTN,3450,44.53666667,-70.98,ME,
367,DEER MTN,3450,45.00472222,-70.92444444,ME,1540
368,UNNAMED PK BUMP (E PK),3447,45.45694444,-70.63361111,ME,
369,HAYSTACK MTN,3445,42.91361111,-72.91972222,VT,
370,WOLF POND MTN,3442,43.98916667,-73.87777778,NY,
371,EAST MTN,3439,44.66472222,-71.77055556,VT,2230
372,NORTH JAY PK,3438,44.9575,-72.53666667,VT,
373,PERU PK,3435,43.29444444,-72.93805556,VT,1477
374,MT O-J-I,3434,45.92777778,-69.01583333,ME,
375,BULLHEAD MTN,3432,43.68888889,-74.18638889,NY,
376,WEST KILL MTN (W PK),3430,42.17138889,-74.32083333,NY,
377,UNNAMED PK BUMP,3430,45.45444444,-70.64527778,ME,
378,STOPPEL POINT,3430,42.225,-74.06555556,NY,
379,SISK MTN (N PK),3430,45.37472222,-70.63027778,ME,
380,PERCY PKS (N PK),3430,44.66305556,-71.43555556,NH,
381,BELLE AYR MTN,3430,42.12861111,-74.51944444,NY,
382,SLIDE MTN (N PK),3428,44.28277778,-73.88,NY,
383,BLUE RIDGE (W PK),3428,43.787509,-74.504224,NY,
384,HUNTERSFIELD MTN,3423,42.35555556,-74.34638889,NY,
385,GLASTENBURY MTN (W PK),3423,42.97777778,-73.11027778,VT,
386,STUB HILL (N PK),3422,45.11833333,-71.1025,NH,
387,EAGLE CLIFF,3420,44.16861111,-71.67194444,NH,
388,UNNAMED PK BROWN POND,3419,43.74333333,-74.41444444,NY,
389,SEYMOUR MTN (E PK),3415,44.15583333,-74.15555556,NY,
390,SAWTOOTH MTNS (NW PK),3415,44.20055556,-74.16277778,NY,
391,MT RESOLUTION,3415,44.1475,-71.31444444,NH,
392,GLASTENBURY MTN (N PK),3412,43.02805556,-73.03166667,VT,
393,RICKER MTN,3410,44.42055556,-72.82611111,VT,
394,BEARPEN MTN (S PK),3410,42.24638889,-74.49277778,NY,
395,VANDERWHACKER MTN,3409,43.89805556,-74.09638889,NY,1686
396,NORTH JAY PK (S PK),3409,44.94694444,-72.54083333,VT,
397,HALCOTT MTN (N PK),3408,42.1975,-74.4175,NY,
398,WHITEWALL MTN,3405,44.1825,-71.4725,NH,
399,SPOTTED MTN (M PK),3401,45.04111111,-70.71861111,ME,1571
400,BEAR DEN MTN,3399,44.11944444,-73.79333333,NY,
401,UNNAMED PK WALLFACE PONDS,3396,44.15305556,-74.05833333,NY,
402,UNNAMED PK SALMON PD (E-M PK),3396,43.93361111,-74.37,NY,
403,SAWTOOTH MTNS (SE PK),3396,44.17944444,-74.11138889,NY,
404,MT HUNTINGTON (W PK),3393,44.04361111,-71.50666667,NH,
405,STYLES PK,3392,43.27361111,-72.93861111,VT,
406,SEWARD MTNS (WNW PK),3392,44.17361111,-74.22277778,NY,
407,ONION HILL,3392,45.25305556,-70.72222222,ME,
408,TEAPOT MTN,3390,44.7475,-71.55666667,NH,
409,SPRUCE MTN,3390,42.0175,-74.45055556,NY,
410,SALMON MTN,3390,45.24305556,-71.13388889,NH,
411,RICE MTN,3390,44.85277778,-71.24083333,NH,
412,MT PISGAH,3390,45.37277778,-70.66361111,ME,
413,MORSE MTN,3390,44.57638889,-72.75222222,VT,
414,BIGELOW MTN (HORNS POND PK),3390,45.1425,-70.34388889,ME,
415,UNNAMED PK SALMON PD (E PK),3389,43.93277778,-74.33472222,NY,
416,BLUE RIDGE (E PK),3389,43.63472222,-74.46777778,NY,
417,SAWTOOTH MTNS (NE PK),3386,44.20333333,-74.09388889,NY,
418,MAGALLOWAY MTN,3383,45.06333333,-71.16305556,NH,
