Name,Elevation,Latitude,Longitude,State
WEST KENNEBAGO MTN,3713,45.10694444,-70.81694444,ME
BLACK NUBBLE,3710,45.03194444,-70.4475,ME
KENNEBAGO DIVIDE (S PK),3705,45.20583333,-70.82888889,ME
BARREN MTN,3696,45.91916667,-68.98305556,ME
GOOSE EYE MTN (N PK),3675,44.51611111,-70.98888889,ME
MT ABRAHAM (S PK),3671,44.94361111,-70.29083333,ME
THE OWL,3670,45.90916667,-68.95861111,ME
"BALDPATE MTN, W PK",3662,44.60138889,-70.9025,ME
SADDLEBACK JUNIOR,3655,44.95805556,-70.45833333,ME
WHITE CAP MTN,3654,45.55444444,-69.24722222,ME
RUMP MTN,3654,45.20361111,-71.06388889,ME
KIBBY MTN,3654,45.41861111,-70.54472222,ME
EAST KENNEBAGO MTN (W PK),3650,45.10194444,-70.63888889,ME
CARIBOU MTN (W PK),3650,45.42972222,-70.62361111,ME
COW RIDGE,3645,45.19194444,-70.72944444,ME
BOUNDARY BALD MTN,3630,45.76666667,-70.20416667,ME
BURNT HILL,3609,45.03555556,-70.28277778,ME
BOIL MTN,3601,45.24305556,-70.73611111,ME
OLD BLUE MTN,3592,44.74694444,-70.76611111,ME
CARIBOU MTN (M PK),3591,45.43527778,-70.615,ME
BEMIS MTN,3590,44.79472222,-70.76861111,ME
TUMBLEDOWN MTN,3588,45.44916667,-70.47083333,ME
JACKSON MTN,3568,44.76222222,-70.52055556,ME
MT CARLO,3565,44.48916667,-71.00861111,ME
UNNAMED BDY PK (DENNISON BOG),3552,45.2375,-70.83694444,ME
"TRAVELER MTN, THE TRAVELER",3551,46.07277778,-68.845,ME
UNNAMED BDY PK BROWN (N PK),3541,45.4025,-70.62194444,ME
TWIN MTNS,3536,45.15194444,-70.825,ME
BAKER MTN,3521,45.57111111,-69.39444444,ME
UNNAMED PK RAIN (W PK),3510,45.39805556,-70.59805556,ME
DOUBLETOP MTN,3489,45.93583333,-69.06166667,ME
MAHOOSUC MTN,3470,44.54888889,-70.98666667,ME
LITTLE JACKSON MTN,3470,44.75416667,-70.53611111,ME
TWIN MTNS (SW PK),3469,45.14305556,-70.84527778,ME
MULLEN MTN,3463,45.97972222,-68.97555556,ME
BOUNDARY BALD MTN (E PK),3459,45.77277778,-70.17888889,ME
FULLING MILL MTN,3450,44.53666667,-70.98,ME
DEER MTN,3450,45.00472222,-70.92444444,ME
UNNAMED PK BUMP (E PK),3447,45.45694444,-70.63361111,ME
MT O-J-I,3434,45.92777778,-69.01583333,ME
UNNAMED PK BUMP,3430,45.45444444,-70.64527778,ME
SISK MTN (N PK),3430,45.37472222,-70.63027778,ME
SPOTTED MTN (M PK),3401,45.04111111,-70.71861111,ME
ONION HILL,3392,45.25305556,-70.72222222,ME
MT PISGAH,3390,45.37277778,-70.66361111,ME
BIGELOW MTN (HORNS POND PK),3390,45.1425,-70.34388889,ME
BAKER MTN (M PK),3361,45.55805556,-69.38944444,ME
SUNDAY RIVER WHITECAP,3335,44.54888889,-70.89722222,ME
MERRILL MTN,3330,45.47611111,-70.68777778,ME
NORTH TURNER MTN,3325,45.9725,-68.84444444,ME
CARIBOU MTN (E PK),3325,45.44416667,-70.6,ME
UNNAMED BOUNDARY PK (MON. 410),3319,45.445,-70.65138889,ME
JACKSON MTN (N PK),3319,44.78083333,-70.52805556,ME
NUMBER SIX MTN,3315,45.49416667,-70.40861111,ME
BAKER MTN (S PK),3307,45.55138889,-69.39805556,ME
SPENCER BALE MTN,3301,45.41527778,-70.49888889,ME
SMART MTN (W PK),3290,45.46888889,-70.62861111,ME
BEAR MTN (W PK) GREEN MTN,3290,44.45472222,-70.96527778,ME
KIBBY RANGE (N PK),3286,45.35222222,-70.57694444,ME
LILY BAY MTN (E PK),3281,45.59055556,-69.41722222,ME
SISK MTN,3270,45.34666667,-70.62861111,ME
CENTER RIDGE (PEAK OF THE RIDGES),3254,46.07416667,-68.86861111,ME
UNNAMED PK (CUPSUPTIC POND),3250,45.22472222,-70.91611111,ME
SLIDE MTN,3250,44.55055556,-70.9225,ME
SADDLE HILL (E PK),3250,45.34416667,-71.00194444,ME
HAY MTN,3250,45.5525,-69.27222222,ME
SMART MTN,3245,45.47277778,-70.61055556,ME
LILY BAY MTN,3234,45.59111111,-69.43694444,ME
LITTLE SPRUCE MTN,3222,45.53722222,-69.21722222,ME
SADDLE HILL (W PK),3210,45.3475,-71.01138889,ME
REDINGTON POND RANGE (S PK),3210,44.99805556,-70.41027778,ME
FARMER MTN,3210,44.94694444,-70.33416667,ME
BIG SPENCER MTN,3210,45.77555556,-69.44361111,ME
THREE SLIDE MTN (W PK),3194,45.44277778,-70.43194444,ME
"BIGELOW MTN, CRANBERRY PK",3194,45.14083333,-70.38083333,ME
BIG SQUAW MTN,3194,45.48388889,-69.71194444,ME
VAN DYKE MTN,3190,45.49277778,-70.67888889,ME
UNNAMED PK (NORTHWEST POND),3190,45.31083333,-70.80888889,ME
SPOTTED MTN (E PK),3190,45.04833333,-70.66638889,ME
MT BLUE,3190,44.72805556,-70.3425,ME
BLACK NUBBLE (W PK),3190,45.01638889,-70.46416667,ME
AZISCOHOS/LOW AZISCOHOS MTN,3190,44.91416667,-71.0025,ME
NUMBER FIVE MTN,3186,45.50111111,-70.38722222,ME
WHEELER MTN,3183,44.44861111,-70.90972222,ME
BLACK MTN,3183,45.18694444,-70.65861111,ME
WEST PK,3178,45.545,-69.29638889,ME
BAG POND MTN,3173,45.305,-70.66083333,ME
STONEY BROOK MTN,3170,45.07055556,-70.37027778,ME
BIG SPENCER MTN (SW PK),3170,45.76138889,-69.46666667,ME
BOUNDARY BALD MTN (W PK),3167,45.77916667,-70.24,ME
COW RIDGE (S PK),3162,45.1725,-70.74472222,ME
BLACK MTN,3162,44.45638889,-70.90972222,ME
ROUND MTN (N PK),3161,45.27611111,-70.685,ME
BEAVER MTN,3159,44.88166667,-70.63944444,ME
NORTH TRAVELER MTN,3152,46.10027778,-68.85555556,ME
ROUND MTN (M PK),3150,45.25972222,-70.67138889,ME
BOSEBUCK MTN,3150,45.11416667,-71.05555556,ME
PUZZLE MTN,3142,44.54666667,-70.78888889,ME
POPLAR RIDGE,3142,44.97222222,-70.44861111,ME
BULL MTN,3136,45.1475,-70.87222222,ME
UNNAMED PK (LEDGE POND),3130,44.91638889,-70.53527778,ME
UNNAMED BDY PK (CUPSUPTIC PD),3130,45.24305556,-70.89833333,ME
UNNAMED PK (CARIBOU FLOW),3122,45.41611111,-70.5725,ME
BIG SHANTY MTN,3121,45.54833333,-69.19527778,ME
EAST ROYCE MTN,3114,44.30722222,-71.00611111,ME
SOUTH TURNER MTN,3110,45.94111111,-68.85111111,ME
SANDY BAY MTN,3110,45.75416667,-70.39416667,ME
ELEPHANT MTN (E PK),3110,44.77972222,-70.75027778,ME
BIG SPRUCE MTN,3103,45.53222222,-69.24694444,ME
TUMBLEDOWN MTN (N PK),3090,44.75,-70.54916667,ME
East Kibby,3088,45.33472222,-70.53666667,ME
UNNAMED PK (BARKER POND),3070,45.30583333,-71.03444444,ME
LITTLE SPENCER MTN,3070,45.75833333,-69.53277778,ME
LITTLE BIGELOW MTN,3070,45.13444444,-70.21722222,ME
COBURN MTN (E PK),3070,45.48027778,-70.11166667,ME
TWIN PKS,3050,45.31333333,-70.98972222,ME
KIBBY RANGE (S PK),3043,45.32583333,-70.58527778,ME
MOOSE MTN,3041,45.47444444,-70.58027778,ME
BEAR MTN (E PK),3041,44.45722222,-70.93444444,ME
PEAKED MTN,3037,45.455,-70.53472222,ME
UNNAMED BDY PK (MASS. BOG),3030,45.32805556,-70.81305556,ME
RED RIDGE,3030,44.61,-71.02277778,ME
POTATO NUBBLE,3030,44.97805556,-70.5025,ME
LEROY PEAK,3030,45.44805556,-70.50138889,ME
ROUND MTN (E PK),3027,45.25805556,-70.65777778,ME
SQUAWS BOSOM,3026,45.93333333,-69.08638889,ME
LONG MTN,3021,44.59111111,-70.8175,ME
NUMBER SIX MTN (S PK),3011,45.47944444,-70.42277778,ME
SPOTTED MTN (NW PK),3010,45.05333333,-70.75444444,ME
SPOTTED MTN (N PK),3010,45.05527778,-70.74222222,ME
MARBLE MTN,3010,45.33388889,-71.0125,ME
BOTTLE MTN,3010,45.18333333,-70.89666667,ME
